Census,Week_Start,Week_End,Positives,Positive_Rate,Confirmed_Cases,Confirmed_Case_Rate,Probable_Cases,Probable_Case_Rate,People_Tested,People_Tested_Rate,All_Test_Results,All_Test_Results_Rate
53033012100,3/31/2020,4/14/2020,1,34.97,1,34.97,0,0,27,944.23,28,979.2
53033012100,4/15/2020,4/29/2020,2,69.94,2,69.94,0,0,40,1398.86,42,1468.8
53033020100,3/31/2020,4/14/2020,14,428.83,14,428.83,0,0,52,1592.8,55,1684.69
53033020100,4/15/2020,4/29/2020,1,30.63,1,30.63,0,0,32,980.18,34,1041.44
53033020200,3/31/2020,4/14/2020,12,207.64,12,207.64,0,0,78,1349.67,81,1401.58
53033020200,4/15/2020,4/29/2020,6,103.82,6,103.82,0,0,77,1332.37,81,1401.58
53033020300,3/31/2020,4/14/2020,6,81.74,6,81.74,0,0,82,1117.12,86,1171.61
53033020300,4/15/2020,4/29/2020,7,95.36,7,95.36,0,0,84,1144.37,89,1212.48
53033020401,3/31/2020,4/14/2020,5,136.13,5,136.13,0,0,50,1361.26,53,1442.94
53033020401,4/15/2020,4/29/2020,7,190.58,7,190.58,0,0,50,1361.26,53,1442.94
53033020402,3/31/2020,4/14/2020,3,53.17,3,53.17,0,0,76,1347.02,77,1364.75
53033020402,4/15/2020,4/29/2020,1,17.72,1,17.72,0,0,52,921.65,55,974.82
53033020500,3/31/2020,4/14/2020,10,140.68,10,140.68,0,0,101,1420.86,108,1519.33
53033020500,4/15/2020,4/29/2020,6,84.41,6,84.41,0,0,94,1322.38,98,1378.65
53033020600,3/31/2020,4/14/2020,9,240.27,9,240.27,0,0,57,1521.68,59,1575.07
53033020600,4/15/2020,4/29/2020,1,26.7,1,26.7,0,0,52,1388.2,56,1494.98
53033020700,3/31/2020,4/14/2020,3,70.99,3,70.99,0,0,59,1396.23,62,1467.22
53033020700,4/15/2020,4/29/2020,7,165.65,7,165.65,0,0,70,1656.54,72,1703.87
53033020800,3/31/2020,4/14/2020,5,112.03,5,112.03,0,0,57,1277.11,58,1299.52
53033020800,4/15/2020,4/29/2020,1,22.41,1,22.41,0,0,66,1478.76,67,1501.17
53033020900,3/31/2020,4/14/2020,0,0,0,0,0,0,41,1127.04,43,1182.02
53033020900,4/15/2020,4/29/2020,0,0,0,0,0,0,64,1759.28,67,1841.75
53033021000,3/31/2020,4/14/2020,4,69.7,4,69.7,0,0,94,1637.89,94,1637.89
53033021000,4/15/2020,4/29/2020,6,104.55,6,104.55,0,0,90,1568.19,92,1603.04
53033021100,3/31/2020,4/14/2020,35,816.05,35,816.05,0,0,112,2611.35,125,2914.45
53033021100,4/15/2020,4/29/2020,7,163.21,7,163.21,0,0,73,1702.04,94,2191.66
53033021300,3/31/2020,4/14/2020,3,75.58,3,75.58,0,0,61,1536.77,65,1637.54
53033021300,4/15/2020,4/29/2020,2,50.39,2,50.39,0,0,88,2216.98,92,2317.75
53033021400,3/31/2020,4/14/2020,1,26.27,1,26.27,0,0,44,1156.08,46,1208.63
53033021400,4/15/2020,4/29/2020,2,52.55,2,52.55,0,0,52,1366.28,54,1418.83
53033021500,3/31/2020,4/14/2020,2,44.26,2,44.26,0,0,54,1195.07,54,1195.07
53033021500,4/15/2020,4/29/2020,0,0,0,0,0,0,64,1416.38,70,1549.17
53033021600,3/31/2020,4/14/2020,2,37.04,2,37.04,0,0,43,796.35,44,814.87
53033021600,4/15/2020,4/29/2020,2,37.04,2,37.04,0,0,50,925.99,53,981.55
53033021700,3/31/2020,4/14/2020,8,89.26,8,89.26,0,0,73,814.47,76,847.94
53033021700,4/15/2020,4/29/2020,4,44.63,4,44.63,0,0,89,992.99,95,1059.93
53033021802,3/31/2020,4/14/2020,5,83.1,5,83.1,0,0,38,631.59,40,664.83
53033021802,4/15/2020,4/29/2020,1,16.62,1,16.62,0,0,31,515.25,32,531.87
53033021803,3/31/2020,4/14/2020,2,31.13,2,31.13,0,0,46,716.1,47,731.67
53033021803,4/15/2020,4/29/2020,0,0,0,0,0,0,61,949.61,61,949.61
53033021804,3/31/2020,4/14/2020,5,75.26,5,75.26,0,0,42,632.18,42,632.18
53033021804,4/15/2020,4/29/2020,3,45.16,3,45.16,0,0,53,797.75,59,888.07
53033021903,3/31/2020,4/14/2020,8,117.37,8,117.37,0,0,51,748.2,51,748.2
53033021903,4/15/2020,4/29/2020,5,73.35,5,73.35,0,0,66,968.26,66,968.26
53033021904,3/31/2020,4/14/2020,5,83.65,5,83.65,0,0,48,803.07,52,869.99
53033021904,4/15/2020,4/29/2020,1,16.73,1,16.73,0,0,43,719.41,48,803.07
53033021905,3/31/2020,4/14/2020,1,18.22,1,18.22,0,0,39,710.52,40,728.74
53033021905,4/15/2020,4/29/2020,13,236.84,13,236.84,0,0,53,965.58,57,1038.46
53033021906,3/31/2020,4/14/2020,2,44.56,2,44.56,0,0,29,646.16,31,690.72
53033021906,4/15/2020,4/29/2020,3,66.84,3,66.84,0,0,29,646.16,30,668.44
53033022001,3/31/2020,4/14/2020,2,36.98,2,36.98,0,0,34,628.65,35,647.14
53033022001,4/15/2020,4/29/2020,0,0,0,0,0,0,39,721.1,41,758.07
53033022003,3/31/2020,4/14/2020,4,74.34,4,74.34,0,0,33,613.34,37,687.69
53033022003,4/15/2020,4/29/2020,4,74.34,4,74.34,0,0,44,817.79,44,817.79
53033022005,3/31/2020,4/14/2020,2,38.33,2,38.33,0,0,35,670.79,35,670.79
53033022005,4/15/2020,4/29/2020,3,57.5,3,57.5,0,0,40,766.62,43,824.12
53033022006,3/31/2020,4/14/2020,1,25.54,1,25.54,0,0,28,715.09,29,740.63
53033022006,4/15/2020,4/29/2020,3,76.62,3,76.62,0,0,39,996.02,41,1047.09
53033022101,3/31/2020,4/14/2020,4,78.34,4,78.34,0,0,43,842.13,44,861.71
53033022101,4/15/2020,4/29/2020,1,19.58,1,19.58,0,0,37,724.62,40,783.38
53033022102,3/31/2020,4/14/2020,2,29.56,2,29.56,0,0,47,694.71,49,724.27
53033022102,4/15/2020,4/29/2020,0,0,0,0,0,0,44,650.36,45,665.14
53033022201,3/31/2020,4/14/2020,7,153.23,7,153.23,0,0,44,963.14,45,985.03
53033022201,4/15/2020,4/29/2020,0,0,0,0,0,0,27,591.02,30,656.69
53033022202,3/31/2020,4/14/2020,3,39.05,3,39.05,0,0,52,676.84,54,702.88
53033022202,4/15/2020,4/29/2020,1,13.02,1,13.02,0,0,48,624.78,53,689.86
53033022203,3/31/2020,4/14/2020,1,17.93,1,17.93,0,0,38,681.38,40,717.25
53033022203,4/15/2020,4/29/2020,5,89.66,5,89.66,0,0,34,609.66,36,645.52
53033022300,3/31/2020,4/14/2020,0,0,0,0,0,0,12,389.69,12,389.69
53033022300,4/15/2020,4/29/2020,2,64.95,2,64.95,0,0,19,617.01,20,649.49
53033022400,3/31/2020,4/14/2020,1,11.62,1,11.62,0,0,74,860.04,75,871.66
53033022400,4/15/2020,4/29/2020,1,11.62,1,11.62,0,0,110,1278.43,112,1301.68
53033022500,3/31/2020,4/14/2020,4,48.11,4,48.11,0,0,75,901.99,77,926.05
53033022500,4/15/2020,4/29/2020,1,12.03,1,12.03,0,0,86,1034.29,90,1082.39
53033022603,3/31/2020,4/14/2020,2,32.1,2,32.1,0,0,37,593.85,41,658.05
53033022603,4/15/2020,4/29/2020,7,112.35,7,112.35,0,0,45,722.25,46,738.3
53033022604,3/31/2020,4/14/2020,0,0,0,0,0,0,45,920.23,46,940.68
53033022604,4/15/2020,4/29/2020,0,0,0,0,0,0,49,1002.03,50,1022.48
53033022605,3/31/2020,4/14/2020,3,49.65,3,49.65,0,0,46,761.29,46,761.29
53033022605,4/15/2020,4/29/2020,2,33.1,2,33.1,0,0,37,612.34,39,645.44
53033022606,3/31/2020,4/14/2020,9,155.81,9,155.81,0,0,58,1004.14,59,1021.45
53033022606,4/15/2020,4/29/2020,15,259.69,15,259.69,0,0,56,969.51,58,1004.14
53033022701,3/31/2020,4/14/2020,0,0,0,0,0,0,33,1044.58,33,1044.58
53033022701,4/15/2020,4/29/2020,0,0,0,0,0,0,32,1012.93,35,1107.89
53033022702,3/31/2020,4/14/2020,2,48.23,2,48.23,0,0,22,530.52,23,554.64
53033022702,4/15/2020,4/29/2020,0,0,0,0,0,0,28,675.21,32,771.67
53033022703,3/31/2020,4/14/2020,1,39.86,1,39.86,0,0,26,1036.29,26,1036.29
53033022703,4/15/2020,4/29/2020,1,39.86,1,39.86,0,0,26,1036.29,27,1076.15
53033022801,3/31/2020,4/14/2020,3,34.39,3,34.39,0,0,55,630.45,56,641.91
53033022801,4/15/2020,4/29/2020,2,22.93,2,22.93,0,0,38,435.58,40,458.51
53033022802,3/31/2020,4/14/2020,0,0,0,0,0,0,26,514.4,26,514.4
53033022802,4/15/2020,4/29/2020,0,0,0,0,0,0,27,534.18,27,534.18
53033022803,3/31/2020,4/14/2020,0,0,0,0,0,0,32,386.43,32,386.43
53033022803,4/15/2020,4/29/2020,0,0,0,0,0,0,34,410.58,35,422.66
53033022901,3/31/2020,4/14/2020,0,0,0,0,0,0,13,440.55,13,440.55
53033022901,4/15/2020,4/29/2020,1,33.89,1,33.89,0,0,12,406.66,12,406.66
53033022902,3/31/2020,4/14/2020,1,14.8,1,14.8,0,0,51,754.83,54,799.23
53033022902,4/15/2020,4/29/2020,1,14.8,1,14.8,0,0,39,577.22,46,680.82
53033023000,3/31/2020,4/14/2020,9,134.25,9,134.25,0,0,49,730.89,49,730.89
53033023000,4/15/2020,4/29/2020,7,104.41,7,104.41,0,0,46,686.14,48,715.98
53033023100,3/31/2020,4/14/2020,1,24.5,1,24.5,0,0,34,833.12,34,833.12
53033023100,4/15/2020,4/29/2020,1,24.5,1,24.5,0,0,35,857.63,35,857.63
53033023201,3/31/2020,4/14/2020,5,68.48,5,68.48,0,0,48,657.38,48,657.38
53033023201,4/15/2020,4/29/2020,6,82.17,6,82.17,0,0,50,684.77,57,780.64
53033023202,3/31/2020,4/14/2020,3,59.16,3,59.16,0,0,30,591.6,30,591.6
53033023202,4/15/2020,4/29/2020,17,335.24,17,335.24,0,0,55,1084.61,61,1202.93
53033023300,3/31/2020,4/14/2020,7,105.08,7,105.08,0,0,53,795.63,53,795.63
53033023300,4/15/2020,4/29/2020,4,60.05,4,60.05,0,0,48,720.57,51,765.61
53033023401,3/31/2020,4/14/2020,3,70.45,3,70.45,0,0,40,939.39,41,962.87
53033023401,4/15/2020,4/29/2020,10,234.85,10,234.85,0,0,82,1925.74,97,2278.01
53033023403,3/31/2020,4/14/2020,2,47.54,2,47.54,0,0,24,570.42,24,570.42
53033023403,4/15/2020,4/29/2020,0,0,0,0,0,0,24,570.42,25,594.19
53033023404,3/31/2020,4/14/2020,0,0,0,0,0,0,16,453.93,16,453.93
53033023404,4/15/2020,4/29/2020,2,56.74,2,56.74,0,0,28,794.37,29,822.74
53033023500,3/31/2020,4/14/2020,0,0,0,0,0,0,23,544.04,25,591.35
53033023500,4/15/2020,4/29/2020,1,23.65,1,23.65,0,0,35,827.89,39,922.51
53033023601,3/31/2020,4/14/2020,3,70.49,3,70.49,0,0,40,939.92,40,939.92
53033023601,4/15/2020,4/29/2020,3,70.49,3,70.49,0,0,45,1057.41,48,1127.9
53033023603,3/31/2020,4/14/2020,2,30.29,2,30.29,0,0,44,666.38,44,666.38
53033023603,4/15/2020,4/29/2020,4,60.58,4,60.58,0,0,39,590.65,40,605.8
53033023604,3/31/2020,4/14/2020,13,195.95,13,195.95,0,0,64,964.67,66,994.82
53033023604,4/15/2020,4/29/2020,2,30.15,2,30.15,0,0,45,678.28,48,723.5
53033023700,3/31/2020,4/14/2020,2,39.86,2,39.86,0,0,42,837.15,43,857.08
53033023700,4/15/2020,4/29/2020,2,39.86,2,39.86,0,0,33,657.76,34,677.69
53033023801,3/31/2020,4/14/2020,7,200.35,7,200.35,0,0,34,973.14,36,1030.38
53033023801,4/15/2020,4/29/2020,1,28.62,1,28.62,0,0,30,858.65,33,944.52
53033023803,3/31/2020,4/14/2020,2,30.02,2,30.02,0,0,46,690.48,47,705.49
53033023803,4/15/2020,4/29/2020,2,30.02,2,30.02,0,0,75,1125.78,83,1245.86
53033023804,3/31/2020,4/14/2020,7,100.43,7,100.43,0,0,64,918.26,66,946.95
53033023804,4/15/2020,4/29/2020,0,0,0,0,0,0,69,990,74,1061.74
53033023900,3/31/2020,4/14/2020,9,122.88,9,122.88,0,0,58,791.92,60,819.23
53033023900,4/15/2020,4/29/2020,6,81.92,6,81.92,0,0,55,750.96,55,750.96
53033024000,3/31/2020,4/14/2020,0,0,0,0,0,0,64,799.53,66,824.51
53033024000,4/15/2020,4/29/2020,1,12.49,1,12.49,0,0,62,774.54,65,812.02
53033024100,3/31/2020,4/14/2020,3,66.59,3,66.59,0,0,40,887.9,42,932.3
53033024100,4/15/2020,4/29/2020,1,22.2,1,22.2,0,0,45,998.89,47,1043.29
53033024200,3/31/2020,4/14/2020,2,60.92,2,60.92,0,0,23,700.54,25,761.46
53033024200,4/15/2020,4/29/2020,0,0,0,0,0,0,18,548.25,18,548.25
53033024300,3/31/2020,4/14/2020,7,82.87,7,82.87,0,0,71,840.52,74,876.04
53033024300,4/15/2020,4/29/2020,2,23.68,2,23.68,0,0,94,1112.8,102,1207.51
53033024400,3/31/2020,4/14/2020,1,30.07,1,30.07,0,0,36,1082.51,36,1082.51
53033024400,4/15/2020,4/29/2020,0,0,0,0,0,0,32,962.23,35,1052.44
53033024500,3/31/2020,4/14/2020,0,0,0,0,0,0,50,1074.7,50,1074.7
53033024500,4/15/2020,4/29/2020,1,21.49,1,21.49,0,0,43,924.24,46,988.72
53033024601,3/31/2020,4/14/2020,1,22.15,1,22.15,0,0,42,930.16,44,974.45
53033024601,4/15/2020,4/29/2020,1,22.15,1,22.15,0,0,43,952.31,43,952.31
53033024602,3/31/2020,4/14/2020,4,106.68,4,106.68,0,0,51,1360.21,52,1386.88
53033024602,4/15/2020,4/29/2020,0,0,0,0,0,0,33,880.14,34,906.81
53033024701,3/31/2020,4/14/2020,1,26.05,1,26.05,0,0,34,885.72,34,885.72
53033024701,4/15/2020,4/29/2020,0,0,0,0,0,0,33,859.66,35,911.77
53033024702,3/31/2020,4/14/2020,4,50.75,4,50.75,0,0,60,761.26,60,761.26
53033024702,4/15/2020,4/29/2020,3,38.06,3,38.06,0,0,54,685.13,54,685.13
53033024800,3/31/2020,4/14/2020,5,79.7,5,79.7,0,0,56,892.68,59,940.5
53033024800,4/15/2020,4/29/2020,1,15.94,1,15.94,0,0,41,653.57,50,797.03
53033024901,3/31/2020,4/14/2020,2,37.85,2,37.85,0,0,35,662.29,36,681.21
53033024901,4/15/2020,4/29/2020,0,0,0,0,0,0,51,965.05,53,1002.9
53033024902,3/31/2020,4/14/2020,5,122.79,5,122.79,0,0,28,687.62,29,712.17
53033024902,4/15/2020,4/29/2020,0,0,0,0,0,0,23,564.83,23,564.83
53033024903,3/31/2020,4/14/2020,0,0,0,0,0,0,39,536.9,40,550.67
53033024903,4/15/2020,4/29/2020,0,0,0,0,0,0,51,702.1,54,743.4
53033025001,3/31/2020,4/14/2020,2,36.86,2,36.86,0,0,40,737.29,41,755.72
53033025001,4/15/2020,4/29/2020,2,36.86,2,36.86,0,0,45,829.45,49,903.18
53033025003,3/31/2020,4/14/2020,5,68.94,5,68.94,0,0,45,620.47,46,634.26
53033025003,4/15/2020,4/29/2020,0,0,0,0,0,0,44,606.69,46,634.26
53033025005,3/31/2020,4/14/2020,5,82.55,5,82.55,0,0,41,676.93,41,676.93
53033025005,4/15/2020,4/29/2020,0,0,0,0,0,0,17,280.68,18,297.19
53033025006,3/31/2020,4/14/2020,3,45.16,3,45.16,0,0,34,511.83,38,572.05
53033025006,4/15/2020,4/29/2020,0,0,0,0,0,0,38,572.05,40,602.16
53033025101,3/31/2020,4/14/2020,12,191.49,12,191.49,0,0,23,367.03,24,382.99
53033025101,4/15/2020,4/29/2020,3,47.87,3,47.87,0,0,41,654.27,47,750.02
53033025102,3/31/2020,4/14/2020,7,79.72,7,79.72,0,0,63,717.45,63,717.45
53033025102,4/15/2020,4/29/2020,0,0,0,0,0,0,64,728.84,70,797.17
53033025200,3/31/2020,4/14/2020,11,126.6,11,126.6,0,0,68,782.61,73,840.15
53033025200,4/15/2020,4/29/2020,6,69.05,6,69.05,0,0,79,909.2,85,978.26
53033025301,3/31/2020,4/14/2020,6,85.41,6,85.41,0,0,64,911.02,69,982.2
53033025301,4/15/2020,4/29/2020,4,56.94,4,56.94,0,0,73,1039.14,80,1138.78
53033025302,3/31/2020,4/14/2020,9,170.42,9,170.42,0,0,96,1817.79,101,1912.46
53033025302,4/15/2020,4/29/2020,8,151.48,8,151.48,0,0,110,2082.88,122,2310.1
53033025400,3/31/2020,4/14/2020,14,169.59,14,169.59,0,0,65,787.39,65,787.39
53033025400,4/15/2020,4/29/2020,10,121.14,10,121.14,0,0,81,981.21,86,1041.78
53033025500,3/31/2020,4/14/2020,14,270.72,14,270.72,0,0,48,928.2,48,928.2
53033025500,4/15/2020,4/29/2020,6,116.02,6,116.02,0,0,54,1044.22,56,1082.9
53033025601,3/31/2020,4/14/2020,4,72.85,4,72.85,0,0,33,600.98,34,619.19
53033025601,4/15/2020,4/29/2020,1,18.21,1,18.21,0,0,46,837.73,46,837.73
53033025602,3/31/2020,4/14/2020,2,30.81,2,30.81,0,0,39,600.78,40,616.19
53033025602,4/15/2020,4/29/2020,1,15.4,1,15.4,0,0,33,508.35,36,554.57
53033025701,3/31/2020,4/14/2020,18,279.17,18,279.17,0,0,64,992.62,65,1008.13
53033025701,4/15/2020,4/29/2020,9,139.59,9,139.59,0,0,95,1473.42,98,1519.95
53033025702,3/31/2020,4/14/2020,3,81.86,3,81.86,0,0,27,736.76,27,736.76
53033025702,4/15/2020,4/29/2020,1,27.29,1,27.29,0,0,43,1173.36,43,1173.36
53033025803,3/31/2020,4/14/2020,8,157.3,8,157.3,0,0,39,766.82,41,806.14
53033025803,4/15/2020,4/29/2020,9,176.96,9,176.96,0,0,63,1238.7,67,1317.35
53033025804,3/31/2020,4/14/2020,9,234.21,9,234.21,0,0,43,1119,45,1171.04
53033025804,4/15/2020,4/29/2020,3,78.07,3,78.07,0,0,43,1119,45,1171.04
53033025805,3/31/2020,4/14/2020,12,226.21,12,226.21,0,0,49,923.69,51,961.39
53033025805,4/15/2020,4/29/2020,1,18.85,1,18.85,0,0,49,923.69,50,942.54
53033025806,3/31/2020,4/14/2020,5,93.08,5,93.08,0,0,61,1135.6,61,1135.6
53033025806,4/15/2020,4/29/2020,5,93.08,5,93.08,0,0,59,1098.37,64,1191.45
53033026001,3/31/2020,4/14/2020,3,50.81,3,50.81,0,0,66,1117.84,67,1134.78
53033026001,4/15/2020,4/29/2020,4,67.75,4,67.75,0,0,111,1880,120,2032.44
53033026002,3/31/2020,4/14/2020,27,325.75,27,325.75,0,0,93,1122.03,100,1206.48
53033026002,4/15/2020,4/29/2020,31,374.01,31,374.01,0,0,140,1689.07,151,1821.78
53033026100,3/31/2020,4/14/2020,24,310.34,24,310.34,0,0,89,1150.85,94,1215.51
53033026100,4/15/2020,4/29/2020,10,129.31,10,129.31,0,0,102,1318.95,107,1383.61
53033026200,3/31/2020,4/14/2020,10,169.48,10,169.48,0,0,83,1406.65,87,1474.44
53033026200,4/15/2020,4/29/2020,7,118.63,7,118.63,0,0,99,1677.81,108,1830.34
53033026300,3/31/2020,4/14/2020,5,254.32,5,254.32,0,0,22,1118.99,23,1169.86
53033026300,4/15/2020,4/29/2020,5,254.32,5,254.32,0,0,25,1271.59,26,1322.45
53033026400,3/31/2020,4/14/2020,12,198.03,12,198.03,0,0,57,940.67,58,957.17
53033026400,4/15/2020,4/29/2020,17,280.55,17,280.55,0,0,87,1435.75,87,1435.75
53033026500,3/31/2020,4/14/2020,14,325.4,14,325.4,0,0,63,1464.29,64,1487.53
53033026500,4/15/2020,4/29/2020,8,185.94,8,185.94,0,0,49,1138.89,53,1231.86
53033026600,3/31/2020,4/14/2020,5,195.57,5,195.57,0,0,25,977.86,25,977.86
53033026600,4/15/2020,4/29/2020,8,312.92,8,312.92,0,0,30,1173.44,32,1251.67
53033026700,3/31/2020,4/14/2020,9,154.2,9,154.2,0,0,59,1010.88,60,1028.01
53033026700,4/15/2020,4/29/2020,5,85.67,5,85.67,0,0,61,1045.14,65,1113.68
53033026801,3/31/2020,4/14/2020,12,200.17,12,200.17,0,0,62,1034.22,63,1050.91
53033026801,4/15/2020,4/29/2020,11,183.49,11,183.49,0,0,74,1234.4,74,1234.4
53033026802,3/31/2020,4/14/2020,11,178.04,11,178.04,0,0,76,1230.09,80,1294.83
53033026802,4/15/2020,4/29/2020,18,291.34,18,291.34,0,0,80,1294.83,83,1343.38
53033027000,3/31/2020,4/14/2020,10,272.73,10,272.73,0,0,42,1145.45,44,1200
53033027000,4/15/2020,4/29/2020,8,218.18,8,218.18,0,0,39,1063.64,39,1063.64
53033027100,3/31/2020,4/14/2020,3,78.99,3,78.99,0,0,42,1105.92,43,1132.26
53033027100,4/15/2020,4/29/2020,5,131.66,5,131.66,0,0,39,1026.93,40,1053.26
53033027200,3/31/2020,4/14/2020,3,108.16,3,108.16,0,0,27,973.42,29,1045.53
53033027200,4/15/2020,4/29/2020,5,180.26,5,180.26,0,0,29,1045.53,29,1045.53
53033027300,3/31/2020,4/14/2020,11,162.23,11,162.23,0,0,58,855.4,61,899.64
53033027300,4/15/2020,4/29/2020,6,88.49,6,88.49,0,0,67,988.13,72,1061.87
53033027400,3/31/2020,4/14/2020,13,224.21,13,224.21,0,0,47,810.6,47,810.6
53033027400,4/15/2020,4/29/2020,7,120.73,7,120.73,0,0,71,1224.52,71,1224.52
53033027500,3/31/2020,4/14/2020,5,100.16,5,100.16,0,0,40,801.31,40,801.31
53033027500,4/15/2020,4/29/2020,6,120.2,6,120.2,0,0,97,1943.18,99,1983.24
53033027600,3/31/2020,4/14/2020,4,77.61,4,77.61,0,0,30,582.1,30,582.1
53033027600,4/15/2020,4/29/2020,4,77.61,4,77.61,0,0,46,892.56,47,911.96
53033027701,3/31/2020,4/14/2020,0,0,0,0,0,0,72,1247.5,73,1264.82
53033027701,4/15/2020,4/29/2020,0,0,0,0,0,0,60,1039.58,65,1126.21
53033027702,3/31/2020,4/14/2020,2,39.38,2,39.38,0,0,72,1417.63,74,1457
53033027702,4/15/2020,4/29/2020,0,0,0,0,0,0,47,925.39,49,964.77
53033027800,3/31/2020,4/14/2020,2,57.7,2,57.7,0,0,29,836.66,30,865.51
53033027800,4/15/2020,4/29/2020,0,0,0,0,0,0,28,807.81,29,836.66
53033027900,3/31/2020,4/14/2020,12,161.04,12,161.04,0,0,88,1180.99,91,1221.25
53033027900,4/15/2020,4/29/2020,2,26.84,2,26.84,0,0,74,993.1,78,1046.79
53033028000,3/31/2020,4/14/2020,6,163.9,6,163.9,0,0,36,983.4,38,1038.04
53033028000,4/15/2020,4/29/2020,4,109.27,4,109.27,0,0,43,1174.62,49,1338.52
53033028100,3/31/2020,4/14/2020,11,422.74,11,422.74,0,0,28,1076.06,28,1076.06
53033028100,4/15/2020,4/29/2020,4,153.72,4,153.72,0,0,26,999.2,27,1037.63
53033028200,3/31/2020,4/14/2020,9,175.38,9,175.38,0,0,66,1286.15,69,1344.61
53033028200,4/15/2020,4/29/2020,13,253.33,13,253.33,0,0,69,1344.61,74,1442.05
53033028300,3/31/2020,4/14/2020,7,132.43,7,132.43,0,0,67,1267.58,69,1305.42
53033028300,4/15/2020,4/29/2020,8,151.35,8,151.35,0,0,78,1475.69,81,1532.45
53033028402,3/31/2020,4/14/2020,5,92.48,5,92.48,0,0,56,1035.81,57,1054.31
53033028402,4/15/2020,4/29/2020,5,92.48,5,92.48,0,0,58,1072.81,60,1109.8
53033028403,3/31/2020,4/14/2020,10,172.14,10,172.14,0,0,38,654.13,39,671.34
53033028403,4/15/2020,4/29/2020,8,137.71,8,137.71,0,0,77,1325.47,80,1377.11
53033028500,3/31/2020,4/14/2020,7,160.72,7,160.72,0,0,45,1033.19,46,1056.15
53033028500,4/15/2020,4/29/2020,9,206.64,9,206.64,0,0,54,1239.83,54,1239.83
53033028600,3/31/2020,4/14/2020,5,76.75,5,76.75,0,0,46,706.1,47,721.45
53033028600,4/15/2020,4/29/2020,3,46.05,3,46.05,0,0,75,1151.26,79,1212.66
53033028700,3/31/2020,4/14/2020,6,111.52,6,111.52,0,0,59,1096.64,61,1133.82
53033028700,4/15/2020,4/29/2020,0,0,0,0,0,0,56,1040.88,60,1115.23
53033028801,3/31/2020,4/14/2020,4,130.56,4,130.56,0,0,28,913.91,28,913.91
53033028801,4/15/2020,4/29/2020,0,0,0,0,0,0,35,1142.38,37,1207.66
53033028802,3/31/2020,4/14/2020,12,183.58,12,183.58,0,0,77,1177.97,79,1208.57
53033028802,4/15/2020,4/29/2020,16,244.77,16,244.77,0,0,84,1285.06,86,1315.66
53033028901,3/31/2020,4/14/2020,6,149.84,6,149.84,0,0,43,1073.84,48,1198.7
