Census,Week_Start,Week_End,Positives,Positive_Rate,Confirmed_Cases,Confirmed_Case_Rate,Probable_Cases,Probable_Case_Rate,People_Tested,People_Tested_Rate,All_Test_Results,All_Test_Results_Rate
53033028901,4/15/2020,4/29/2020,4,99.89,4,99.89,0,0,39,973.94,40,998.92
53033028902,3/31/2020,4/14/2020,17,259.74,17,259.74,0,0,75,1145.89,77,1176.45
53033028902,4/15/2020,4/29/2020,15,229.18,15,229.18,0,0,137,2093.17,140,2139
53033029001,3/31/2020,4/14/2020,3,64.63,3,64.63,0,0,47,1012.59,51,1098.77
53033029001,4/15/2020,4/29/2020,8,172.36,8,172.36,0,0,70,1508.11,76,1637.38
53033029003,3/31/2020,4/14/2020,9,146.16,9,146.16,0,0,56,909.47,58,941.95
53033029003,4/15/2020,4/29/2020,2,32.48,2,32.48,0,0,108,1753.97,111,1802.7
53033029004,3/31/2020,4/14/2020,10,257.31,10,257.31,0,0,25,643.27,26,669
53033029004,4/15/2020,4/29/2020,12,308.77,12,308.77,0,0,45,1157.89,47,1209.36
53033029101,3/31/2020,4/14/2020,6,158.72,6,158.72,0,0,30,793.62,30,793.62
53033029101,4/15/2020,4/29/2020,2,52.91,2,52.91,0,0,30,793.62,32,846.53
53033029102,3/31/2020,4/14/2020,3,66.59,3,66.59,0,0,43,954.39,43,954.39
53033029102,4/15/2020,4/29/2020,3,66.59,3,66.59,0,0,53,1176.34,57,1265.12
53033029203,3/31/2020,4/14/2020,6,123.18,6,123.18,0,0,34,698,34,698
53033029203,4/15/2020,4/29/2020,7,143.71,7,143.71,0,0,61,1252.29,64,1313.87
53033029204,3/31/2020,4/14/2020,8,112.3,8,112.3,0,0,62,870.29,64,898.36
53033029204,4/15/2020,4/29/2020,9,126.33,9,126.33,0,0,77,1080.84,81,1136.99
53033029205,3/31/2020,4/14/2020,6,124.3,6,124.3,0,0,40,828.65,41,849.36
53033029205,4/15/2020,4/29/2020,4,82.86,4,82.86,0,0,58,1201.54,59,1222.25
53033029206,3/31/2020,4/14/2020,7,169.63,7,169.63,0,0,44,1066.24,47,1138.94
53033029206,4/15/2020,4/29/2020,4,96.93,4,96.93,0,0,43,1042.01,45,1090.47
53033029303,3/31/2020,4/14/2020,15,177.4,15,177.4,0,0,89,1052.6,92,1088.08
53033029303,4/15/2020,4/29/2020,10,118.27,10,118.27,0,0,102,1206.35,110,1300.96
53033029304,3/31/2020,4/14/2020,3,54,3,54,0,0,39,702.03,41,738.04
53033029304,4/15/2020,4/29/2020,3,54,3,54,0,0,61,1098.05,64,1152.06
53033029305,3/31/2020,4/14/2020,6,134.09,6,134.09,0,0,42,938.61,44,983.31
53033029305,4/15/2020,4/29/2020,13,290.52,13,290.52,0,0,51,1139.75,55,1229.14
53033029306,3/31/2020,4/14/2020,5,123.67,5,123.67,0,0,38,939.9,39,964.64
53033029306,4/15/2020,4/29/2020,0,0,0,0,0,0,48,1187.24,51,1261.45
53033029307,3/31/2020,4/14/2020,3,73,3,73,0,0,24,583.98,24,583.98
53033029307,4/15/2020,4/29/2020,3,73,3,73,0,0,25,608.32,26,632.65
53033029403,3/31/2020,4/14/2020,5,84.5,5,84.5,0,0,50,844.97,50,844.97
53033029403,4/15/2020,4/29/2020,5,84.5,5,84.5,0,0,51,861.87,53,895.66
53033029405,3/31/2020,4/14/2020,6,97.91,6,97.91,0,0,47,766.96,50,815.92
53033029405,4/15/2020,4/29/2020,1,16.32,1,16.32,0,0,56,913.83,59,962.78
53033029406,3/31/2020,4/14/2020,7,135.06,7,135.06,0,0,40,771.76,40,771.76
53033029406,4/15/2020,4/29/2020,1,19.29,1,19.29,0,0,52,1003.29,56,1080.46
53033029407,3/31/2020,4/14/2020,15,291.96,15,291.96,0,0,53,1031.57,54,1051.04
53033029407,4/15/2020,4/29/2020,37,720.16,37,720.16,0,0,134,2608.13,137,2666.52
53033029408,3/31/2020,4/14/2020,6,132.83,6,132.83,0,0,32,708.42,32,708.42
53033029408,4/15/2020,4/29/2020,7,154.97,7,154.97,0,0,50,1106.9,52,1151.18
53033029502,3/31/2020,4/14/2020,9,119.31,9,119.31,0,0,59,782.12,60,795.38
53033029502,4/15/2020,4/29/2020,9,119.31,9,119.31,0,0,80,1060.51,82,1087.02
53033029503,3/31/2020,4/14/2020,10,120.83,10,120.83,0,0,55,664.54,58,700.79
53033029503,4/15/2020,4/29/2020,8,96.66,8,96.66,0,0,95,1147.84,103,1244.5
53033029504,3/31/2020,4/14/2020,9,154.27,9,154.27,0,0,55,942.77,56,959.91
53033029504,4/15/2020,4/29/2020,12,205.69,12,205.69,0,0,82,1405.58,83,1422.72
53033029601,3/31/2020,4/14/2020,22,292.8,22,292.8,0,0,82,1091.35,83,1104.66
53033029601,4/15/2020,4/29/2020,14,186.33,14,186.33,0,0,77,1024.8,80,1064.73
53033029602,3/31/2020,4/14/2020,4,56.85,4,56.85,0,0,43,611.15,43,611.15
53033029602,4/15/2020,4/29/2020,7,99.49,7,99.49,0,0,59,838.55,64,909.61
53033029700,3/31/2020,4/14/2020,5,62.59,5,62.59,0,0,81,1013.99,82,1026.5
53033029700,4/15/2020,4/29/2020,12,150.22,12,150.22,0,0,119,1489.68,128,1602.35
53033029801,3/31/2020,4/14/2020,9,110.02,9,110.02,0,0,69,843.51,70,855.74
53033029801,4/15/2020,4/29/2020,9,110.02,9,110.02,0,0,64,782.39,67,819.06
53033029802,3/31/2020,4/14/2020,11,112.18,11,112.18,0,0,69,703.68,73,744.48
53033029802,4/15/2020,4/29/2020,11,112.18,11,112.18,0,0,78,795.47,81,826.06
53033029901,3/31/2020,4/14/2020,7,139.02,7,139.02,0,0,37,734.83,40,794.42
53033029901,4/15/2020,4/29/2020,4,79.44,4,79.44,0,0,38,754.69,39,774.55
53033029902,3/31/2020,4/14/2020,5,92.63,5,92.63,0,0,47,870.7,47,870.7
53033029902,4/15/2020,4/29/2020,3,55.58,3,55.58,0,0,49,907.75,52,963.33
53033030003,3/31/2020,4/14/2020,6,93.37,6,93.37,0,0,57,887.01,61,949.26
53033030003,4/15/2020,4/29/2020,8,124.49,8,124.49,0,0,58,902.57,60,933.7
53033030004,3/31/2020,4/14/2020,18,209.62,18,209.62,0,0,80,931.66,85,989.88
53033030004,4/15/2020,4/29/2020,15,174.69,15,174.69,0,0,89,1036.47,94,1094.69
53033030005,3/31/2020,4/14/2020,14,236.63,14,236.63,0,0,46,777.5,48,811.3
53033030005,4/15/2020,4/29/2020,10,169.02,10,169.02,0,0,66,1115.54,66,1115.54
53033030006,3/31/2020,4/14/2020,16,381.89,16,381.89,0,0,62,1479.83,65,1551.44
53033030006,4/15/2020,4/29/2020,13,310.29,13,310.29,0,0,85,2028.8,87,2076.54
53033030100,3/31/2020,4/14/2020,7,89.88,7,89.88,0,0,77,988.69,79,1014.37
53033030100,4/15/2020,4/29/2020,1,12.84,1,12.84,0,0,64,821.76,65,834.6
53033030201,3/31/2020,4/14/2020,4,68.45,4,68.45,0,0,41,701.6,41,701.6
53033030201,4/15/2020,4/29/2020,7,119.78,7,119.78,0,0,57,975.39,59,1009.62
53033030202,3/31/2020,4/14/2020,23,307.17,23,307.17,0,0,91,1215.33,95,1268.75
53033030202,4/15/2020,4/29/2020,16,213.68,16,213.68,0,0,199,2657.7,210,2804.6
53033030304,3/31/2020,4/14/2020,6,154.81,6,154.81,0,0,31,799.87,32,825.68
53033030304,4/15/2020,4/29/2020,4,103.21,4,103.21,0,0,30,774.07,30,774.07
53033030305,3/31/2020,4/14/2020,4,76.71,4,76.71,0,0,38,728.78,38,728.78
53033030305,4/15/2020,4/29/2020,3,57.54,3,57.54,0,0,42,805.5,43,824.68
53033030306,3/31/2020,4/14/2020,6,100.52,6,100.52,0,0,48,804.19,50,837.7
53033030306,4/15/2020,4/29/2020,5,83.77,5,83.77,0,0,58,971.73,59,988.48
53033030308,3/31/2020,4/14/2020,5,75.94,5,75.94,0,0,47,713.82,49,744.19
53033030308,4/15/2020,4/29/2020,3,45.56,3,45.56,0,0,68,1032.76,70,1063.13
53033030309,3/31/2020,4/14/2020,2,32.99,2,32.99,0,0,41,676.19,42,692.69
53033030309,4/15/2020,4/29/2020,11,181.42,11,181.42,0,0,65,1072.01,66,1088.51
53033030310,3/31/2020,4/14/2020,3,46.54,3,46.54,0,0,48,744.67,52,806.73
53033030310,4/15/2020,4/29/2020,6,93.08,6,93.08,0,0,53,822.24,55,853.27
53033030311,3/31/2020,4/14/2020,5,94.93,5,94.93,0,0,43,816.36,43,816.36
53033030311,4/15/2020,4/29/2020,5,94.93,5,94.93,0,0,53,1006.21,56,1063.17
53033030312,3/31/2020,4/14/2020,10,197.46,10,197.46,0,0,49,967.57,51,1007.07
53033030312,4/15/2020,4/29/2020,4,78.99,4,78.99,0,0,28,552.9,28,552.9
53033030313,3/31/2020,4/14/2020,6,140.81,6,140.81,0,0,58,1361.16,61,1431.56
53033030313,4/15/2020,4/29/2020,1,23.47,1,23.47,0,0,83,1947.86,85,1994.8
53033030314,3/31/2020,4/14/2020,6,122.72,6,122.72,0,0,70,1431.78,73,1493.14
53033030314,4/15/2020,4/29/2020,2,40.91,2,40.91,0,0,54,1104.52,57,1165.88
53033030401,3/31/2020,4/14/2020,7,74.56,7,74.56,0,0,77,820.13,80,852.08
53033030401,4/15/2020,4/29/2020,7,74.56,7,74.56,0,0,71,756.22,77,820.13
53033030403,3/31/2020,4/14/2020,7,149.01,7,149.01,0,0,42,894.06,42,894.06
53033030403,4/15/2020,4/29/2020,4,85.15,4,85.15,0,0,53,1128.22,57,1213.37
53033030404,3/31/2020,4/14/2020,8,158.1,8,158.1,0,0,32,632.42,32,632.42
53033030404,4/15/2020,4/29/2020,5,98.81,5,98.81,0,0,32,632.42,32,632.42
53033030501,3/31/2020,4/14/2020,0,0,0,0,0,0,30,1120.92,34,1270.37
53033030501,4/15/2020,4/29/2020,3,112.09,3,112.09,0,0,40,1494.56,44,1644.01
53033030503,3/31/2020,4/14/2020,11,207.23,11,207.23,0,0,60,1130.35,61,1149.19
53033030503,4/15/2020,4/29/2020,6,113.04,6,113.04,0,0,90,1695.53,93,1752.05
53033030504,3/31/2020,4/14/2020,6,126.31,6,126.31,0,0,36,757.86,37,778.91
53033030504,4/15/2020,4/29/2020,14,294.72,14,294.72,0,0,61,1284.16,62,1305.21
53033030600,3/31/2020,4/14/2020,6,109.9,6,109.9,0,0,52,952.44,53,970.75
53033030600,4/15/2020,4/29/2020,6,109.9,6,109.9,0,0,58,1062.33,62,1135.6
53033030700,3/31/2020,4/14/2020,7,176.25,7,176.25,0,0,37,931.61,40,1007.15
53033030700,4/15/2020,4/29/2020,7,176.25,7,176.25,0,0,34,856.08,36,906.44
53033030801,3/31/2020,4/14/2020,19,263.39,19,263.39,0,0,84,1164.45,87,1206.04
53033030801,4/15/2020,4/29/2020,19,263.39,19,263.39,0,0,79,1095.14,81,1122.86
53033030802,3/31/2020,4/14/2020,5,119.21,5,119.21,0,0,33,786.8,33,786.8
53033030802,4/15/2020,4/29/2020,6,143.05,6,143.05,0,0,38,906.01,38,906.01
53033030901,3/31/2020,4/14/2020,4,104.87,4,104.87,0,0,21,550.57,22,576.79
53033030901,4/15/2020,4/29/2020,7,183.52,7,183.52,0,0,32,838.97,34,891.4
53033030902,3/31/2020,4/14/2020,6,100.02,6,100.02,0,0,39,650.13,40,666.8
53033030902,4/15/2020,4/29/2020,12,200.04,12,200.04,0,0,58,966.87,59,983.54
53033031000,3/31/2020,4/14/2020,1,22.08,1,22.08,0,0,28,618.25,29,640.33
53033031000,4/15/2020,4/29/2020,2,44.16,2,44.16,0,0,28,618.25,30,662.41
53033031100,3/31/2020,4/14/2020,7,98.8,7,98.8,0,0,50,705.74,52,733.97
53033031100,4/15/2020,4/29/2020,12,169.38,12,169.38,0,0,79,1115.07,79,1115.07
53033031202,3/31/2020,4/14/2020,9,131.74,9,131.74,0,0,51,746.5,53,775.78
53033031202,4/15/2020,4/29/2020,0,0,0,0,0,0,36,526.94,36,526.94
53033031204,3/31/2020,4/14/2020,4,61.63,4,61.63,0,0,42,647.15,43,662.56
53033031204,4/15/2020,4/29/2020,1,15.41,1,15.41,0,0,44,677.97,47,724.19
53033031205,3/31/2020,4/14/2020,15,177.82,15,177.82,0,0,75,889.12,76,900.98
53033031205,4/15/2020,4/29/2020,8,94.84,8,94.84,0,0,83,983.96,85,1007.67
53033031206,3/31/2020,4/14/2020,17,325,17,325,0,0,47,898.54,47,898.54
53033031206,4/15/2020,4/29/2020,3,57.35,3,57.35,0,0,25,477.95,25,477.95
53033031301,3/31/2020,4/14/2020,3,112.09,3,112.09,0,0,17,635.19,19,709.92
53033031301,4/15/2020,4/29/2020,1,37.36,1,37.36,0,0,16,597.82,16,597.82
53033031302,3/31/2020,4/14/2020,2,40.53,2,40.53,0,0,40,810.63,41,830.89
53033031302,4/15/2020,4/29/2020,1,20.27,1,20.27,0,0,19,385.05,22,445.84
53033031400,3/31/2020,4/14/2020,20,327.09,20,327.09,0,0,83,1357.41,89,1455.53
53033031400,4/15/2020,4/29/2020,2,32.71,2,32.71,0,0,46,752.3,50,817.71
53033031501,3/31/2020,4/14/2020,4,96.19,4,96.19,0,0,21,504.98,23,553.07
53033031501,4/15/2020,4/29/2020,1,24.05,1,24.05,0,0,26,625.21,27,649.26
53033031502,3/31/2020,4/14/2020,3,64.37,3,64.37,0,0,25,536.4,28,600.77
53033031502,4/15/2020,4/29/2020,1,21.46,1,21.46,0,0,25,536.4,27,579.32
53033031601,3/31/2020,4/14/2020,5,88.34,5,88.34,0,0,29,512.36,29,512.36
53033031601,4/15/2020,4/29/2020,0,0,0,0,0,0,18,318.02,18,318.02
53033031603,3/31/2020,4/14/2020,4,57.55,4,57.55,0,0,43,618.66,45,647.43
53033031603,4/15/2020,4/29/2020,1,14.39,1,14.39,0,0,38,546.72,40,575.49
53033031604,3/31/2020,4/14/2020,5,88.75,5,88.75,0,0,35,621.24,35,621.24
53033031604,4/15/2020,4/29/2020,0,0,0,0,0,0,23,408.24,27,479.24
53033031605,3/31/2020,4/14/2020,1,24.34,1,24.34,0,0,13,316.45,13,316.45
53033031605,4/15/2020,4/29/2020,0,0,0,0,0,0,20,486.85,22,535.53
53033031703,3/31/2020,4/14/2020,14,188.58,14,188.58,0,0,62,835.15,65,875.56
53033031703,4/15/2020,4/29/2020,3,40.41,3,40.41,0,0,64,862.09,68,915.98
53033031704,3/31/2020,4/14/2020,6,97.23,6,97.23,0,0,54,875.04,58,939.86
53033031704,4/15/2020,4/29/2020,1,16.2,1,16.2,0,0,49,794.02,52,842.63
53033031705,3/31/2020,4/14/2020,4,96.93,4,96.93,0,0,19,460.43,22,533.13
53033031705,4/15/2020,4/29/2020,1,24.23,1,24.23,0,0,22,533.13,25,605.83
53033031706,3/31/2020,4/14/2020,8,102.87,8,102.87,0,0,62,797.24,64,822.96
53033031706,4/15/2020,4/29/2020,1,12.86,1,12.86,0,0,57,732.95,61,784.38
53033031800,3/31/2020,4/14/2020,3,58.58,3,58.58,0,0,33,644.37,34,663.9
53033031800,4/15/2020,4/29/2020,5,97.63,5,97.63,0,0,37,722.48,37,722.48
53033031903,3/31/2020,4/14/2020,3,40.22,3,40.22,0,0,55,737.4,56,750.81
53033031903,4/15/2020,4/29/2020,2,26.81,2,26.81,0,0,50,670.37,56,750.81
53033031904,3/31/2020,4/14/2020,0,0,0,0,0,0,22,617.8,24,673.96
53033031904,4/15/2020,4/29/2020,1,28.08,1,28.08,0,0,25,702.04,30,842.45
53033031906,3/31/2020,4/14/2020,3,70.34,3,70.34,0,0,26,609.64,26,609.64
53033031906,4/15/2020,4/29/2020,1,23.45,1,23.45,0,0,39,914.46,39,914.46
53033031907,3/31/2020,4/14/2020,10,126.79,10,126.79,0,0,57,722.68,59,748.03
53033031907,4/15/2020,4/29/2020,9,114.11,9,114.11,0,0,76,963.57,80,1014.28
53033031908,3/31/2020,4/14/2020,3,67.32,3,67.32,0,0,38,852.77,38,852.77
53033031908,4/15/2020,4/29/2020,1,22.44,1,22.44,0,0,51,1144.5,54,1211.83
53033031909,3/31/2020,4/14/2020,2,65.57,2,65.57,0,0,29,950.78,29,950.78
53033031909,4/15/2020,4/29/2020,1,32.79,1,32.79,0,0,35,1147.49,36,1180.28
53033032002,3/31/2020,4/14/2020,1,31.81,1,31.81,0,0,12,381.77,12,381.77
53033032002,4/15/2020,4/29/2020,0,0,0,0,0,0,12,381.77,14,445.4
53033032003,3/31/2020,4/14/2020,3,57.98,3,57.98,0,0,35,676.45,35,676.45
53033032003,4/15/2020,4/29/2020,3,57.98,3,57.98,0,0,42,811.74,43,831.06
53033032005,3/31/2020,4/14/2020,11,158.21,11,158.21,0,0,43,618.48,44,632.86
53033032005,4/15/2020,4/29/2020,1,14.38,1,14.38,0,0,56,805.46,59,848.61
53033032006,3/31/2020,4/14/2020,5,96.65,5,96.65,0,0,38,734.56,38,734.56
53033032006,4/15/2020,4/29/2020,4,77.32,4,77.32,0,0,46,889.2,49,947.19
53033032007,3/31/2020,4/14/2020,0,0,0,0,0,0,22,535.9,22,535.9
53033032007,4/15/2020,4/29/2020,1,24.36,1,24.36,0,0,19,462.82,19,462.82
53033032008,3/31/2020,4/14/2020,3,68.6,3,68.6,0,0,35,800.35,36,823.22
53033032008,4/15/2020,4/29/2020,1,22.87,1,22.87,0,0,26,594.54,27,617.41
53033032010,3/31/2020,4/14/2020,2,32.44,2,32.44,0,0,39,632.48,39,632.48
53033032010,4/15/2020,4/29/2020,1,16.22,1,16.22,0,0,34,551.4,36,583.83
53033032011,3/31/2020,4/14/2020,4,80.19,4,80.19,0,0,30,601.44,30,601.44
53033032011,4/15/2020,4/29/2020,2,40.1,2,40.1,0,0,23,461.1,23,461.1
53033032102,3/31/2020,4/14/2020,2,40.8,2,40.8,0,0,31,632.35,31,632.35
53033032102,4/15/2020,4/29/2020,0,0,0,0,0,0,29,591.55,30,611.95
53033032103,3/31/2020,4/14/2020,4,66.72,4,66.72,0,0,57,950.71,58,967.39
53033032103,4/15/2020,4/29/2020,0,0,0,0,0,0,49,817.27,50,833.95
53033032104,3/31/2020,4/14/2020,19,301.53,19,301.53,0,0,81,1285.48,86,1364.83
53033032104,4/15/2020,4/29/2020,4,63.48,4,63.48,0,0,75,1190.26,81,1285.48
53033032203,3/31/2020,4/14/2020,4,47.94,4,47.94,0,0,54,647.12,55,659.11
53033032203,4/15/2020,4/29/2020,1,11.98,1,11.98,0,0,64,766.96,66,790.93
53033032207,3/31/2020,4/14/2020,0,0,0,0,0,0,26,692.5,27,719.14
53033032207,4/15/2020,4/29/2020,0,0,0,0,0,0,32,852.31,34,905.58
53033032208,3/31/2020,4/14/2020,2,20.84,2,20.84,0,0,78,812.8,79,823.22
53033032208,4/15/2020,4/29/2020,5,52.1,5,52.1,0,0,313,3261.61,335,3490.86
53033032210,3/31/2020,4/14/2020,1,6.58,1,6.58,0,0,87,572.6,89,585.76
53033032210,4/15/2020,4/29/2020,17,111.89,17,111.89,0,0,156,1026.73,168,1105.71
53033032211,3/31/2020,4/14/2020,0,0,0,0,0,0,28,556.03,28,556.03
53033032211,4/15/2020,4/29/2020,0,0,0,0,0,0,29,575.89,31,615.61
53033032212,3/31/2020,4/14/2020,1,11.89,1,11.89,0,0,59,701.35,61,725.13
53033032212,4/15/2020,4/29/2020,0,0,0,0,0,0,50,594.37,51,606.26
53033032213,3/31/2020,4/14/2020,2,42.11,2,42.11,0,0,42,884.39,45,947.56
53033032213,4/15/2020,4/29/2020,0,0,0,0,0,0,34,715.93,40,842.27
53033032214,3/31/2020,4/14/2020,1,13.37,1,13.37,0,0,57,761.83,57,761.83
53033032214,4/15/2020,4/29/2020,0,0,0,0,0,0,47,628.18,48,641.54
53033032215,3/31/2020,4/14/2020,0,0,0,0,0,0,31,547.35,32,565.01
53033032215,4/15/2020,4/29/2020,2,35.31,2,35.31,0,0,12,211.88,14,247.19
53033032307,3/31/2020,4/14/2020,3,44.5,3,44.5,0,0,34,504.34,35,519.17
53033032307,4/15/2020,4/29/2020,0,0,0,0,0,0,29,430.17,31,459.84
53033032309,3/31/2020,4/14/2020,5,45.21,5,45.21,0,0,104,940.44,107,967.56
53033032309,4/15/2020,4/29/2020,0,0,0,0,0,0,93,840.97,96,868.1
53033032311,3/31/2020,4/14/2020,2,32.03,2,32.03,0,0,33,528.55,36,576.6
53033032311,4/15/2020,4/29/2020,0,0,0,0,0,0,26,416.43,27,432.45
53033032313,3/31/2020,4/14/2020,2,31.88,2,31.88,0,0,38,605.72,38,605.72
53033032313,4/15/2020,4/29/2020,1,15.94,1,15.94,0,0,31,494.14,31,494.14
53033032315,3/31/2020,4/14/2020,1,17.78,1,17.78,0,0,22,391.11,23,408.89
53033032315,4/15/2020,4/29/2020,4,71.11,4,71.11,0,0,26,462.23,29,515.56
53033032316,3/31/2020,4/14/2020,0,0,0,0,0,0,36,621.33,38,655.85
53033032316,4/15/2020,4/29/2020,0,0,0,0,0,0,26,448.74,27,466
53033032317,3/31/2020,4/14/2020,0,0,0,0,0,0,30,470.56,31,486.25
53033032317,4/15/2020,4/29/2020,1,15.69,1,15.69,0,0,26,407.82,28,439.19
53033032318,3/31/2020,4/14/2020,0,0,0,0,0,0,41,619.82,42,634.94
53033032318,4/15/2020,4/29/2020,1,15.12,1,15.12,0,0,46,695.41,51,771
53033032319,3/31/2020,4/14/2020,4,69.66,4,69.66,0,0,59,1027.43,63,1097.09
53033032319,4/15/2020,4/29/2020,1,17.41,1,17.41,0,0,39,679.15,39,679.15
53033032320,3/31/2020,4/14/2020,2,43.61,2,43.61,0,0,22,479.66,23,501.47
53033032320,4/15/2020,4/29/2020,0,0,0,0,0,0,32,697.69,36,784.91
53033032321,3/31/2020,4/14/2020,4,54.62,4,54.62,0,0,37,505.23,38,518.88
53033032321,4/15/2020,4/29/2020,0,0,0,0,0,0,49,669.08,49,669.08
53033032322,3/31/2020,4/14/2020,0,0,0,0,0,0,17,483.74,17,483.74
53033032322,4/15/2020,4/29/2020,0,0,0,0,0,0,24,682.93,24,682.93
53033032323,3/31/2020,4/14/2020,4,62.86,4,62.86,0,0,45,707.19,48,754.34
53033032323,4/15/2020,4/29/2020,1,15.72,1,15.72,0,0,53,832.92,54,848.63
53033032324,3/31/2020,4/14/2020,5,89.22,5,89.22,0,0,40,713.73,43,767.26
53033032324,4/15/2020,4/29/2020,0,0,0,0,0,0,31,553.14,35,624.52
53033032325,3/31/2020,4/14/2020,5,80.74,5,80.74,0,0,41,662.04,41,662.04
53033032325,4/15/2020,4/29/2020,0,0,0,0,0,0,45,726.63,46,742.77
53033032326,3/31/2020,4/14/2020,3,77.35,3,77.35,0,0,20,515.65,20,515.65
53033032326,4/15/2020,4/29/2020,2,51.57,2,51.57,0,0,34,876.61,37,953.96
53033032327,3/31/2020,4/14/2020,4,87.29,4,87.29,0,0,31,676.52,33,720.16
53033032327,4/15/2020,4/29/2020,0,0,0,0,0,0,28,611.05,32,698.34
53033032328,3/31/2020,4/14/2020,1,29.51,1,29.51,0,0,21,619.73,22,649.24
53033032328,4/15/2020,4/29/2020,0,0,0,0,0,0,14,413.16,14,413.16
53033032329,3/31/2020,4/14/2020,0,0,0,0,0,0,39,438.22,43,483.16
53033032329,4/15/2020,4/29/2020,0,0,0,0,0,0,36,404.51,41,460.69
53033032401,3/31/2020,4/14/2020,1,14.92,1,14.92,0,0,27,402.95,29,432.79
53033032401,4/15/2020,4/29/2020,3,44.77,3,44.77,0,0,32,477.56,34,507.41
53033032402,3/31/2020,4/14/2020,0,0,0,0,0,0,36,522.3,37,536.81
53033032402,4/15/2020,4/29/2020,4,58.03,4,58.03,0,0,35,507.79,37,536.81
53033032500,3/31/2020,4/14/2020,1,16.48,1,16.48,0,0,34,560.27,35,576.74
53033032500,4/15/2020,4/29/2020,0,0,0,0,0,0,27,444.92,31,510.83
53033032601,3/31/2020,4/14/2020,0,0,0,0,0,0,23,774.31,26,875.3
53033032601,4/15/2020,4/29/2020,0,0,0,0,0,0,21,706.98,21,706.98
53033032602,3/31/2020,4/14/2020,3,21.01,3,21.01,0,0,99,693.46,99,693.46
53033032602,4/15/2020,4/29/2020,1,7,1,7,0,0,87,609.4,97,679.45
53033032702,3/31/2020,4/14/2020,3,43.14,3,43.14,0,0,48,690.26,51,733.41
53033032702,4/15/2020,4/29/2020,0,0,0,0,0,0,52,747.79,53,762.17
53033032703,3/31/2020,4/14/2020,0,0,0,0,0,0,19,980.33,19,980.33
53033032703,4/15/2020,4/29/2020,1,51.6,1,51.6,0,0,19,980.33,21,1083.53
53033032704,3/31/2020,4/14/2020,2,26.25,2,26.25,0,0,68,892.41,69,905.53
53033032704,4/15/2020,4/29/2020,0,0,0,0,0,0,59,774.3,64,839.92
53033032800,3/31/2020,4/14/2020,2,66.69,2,66.69,0,0,19,633.58,21,700.27
53033032800,4/15/2020,4/29/2020,1,33.35,1,33.35,0,0,19,633.58,19,633.58
Other/Unknown,3/31/2020,4/14/2020,59,,59,,0,,369,,389,
