year,month,day,region,iso_country_code,total_visits,total_devices_seen,total_home_visits,total_home_visitors
2020,4,16,ak,US,48680,21355,25217,17912
2020,4,16,al,US,1036235,356633,533663,311108
2020,4,16,ar,US,569760,194562,286229,164609
2020,4,16,as,US,32,19,29,18
2020,4,16,az,US,756447,285466,367657,242845
2020,4,16,bc,CA,73523,52402,73523,52402
2020,4,16,ca,US,3090318,1288526,1564095,1088033
2020,4,16,co,US,473104,228432,264692,191546
2020,4,16,ct,US,296962,133014,171523,112292
2020,4,16,dc,US,25871,14122,0,0
2020,4,16,de,US,95879,41490,52776,34217
2020,4,16,fl,US,2685947,1060525,1422658,916803
2020,4,16,ga,US,1668326,603635,859074,521295
2020,4,16,gu,US,711,456,535,408
2020,4,16,hi,US,135595,50334,61429,43016
2020,4,16,ia,US,459763,187736,255991,158215
2020,4,16,id,US,178494,69731,92745,58207
2020,4,16,il,US,1436855,621936,797366,525959
2020,4,16,in,US,842868,349019,465548,291294
2020,4,16,ks,US,424256,178243,240025,151756
2020,4,16,ky,US,600584,230107,323510,194447
2020,4,16,la,US,722716,261555,379115,225645
2020,4,16,ma,US,476502,227006,273674,185478
2020,4,16,mb,CA,26179,17572,26179,17572
2020,4,16,md,US,560646,252159,309811,209744
2020,4,16,me,US,102146,43297,60858,37793
2020,4,16,mi,US,952902,444014,588100,394016
2020,4,16,mn,US,557731,245217,317571,209110
2020,4,16,mo,US,917183,357799,490704,304951
2020,4,16,mp,US,175,138,175,138
2020,4,16,ms,US,546245,193084,286284,165868
2020,4,16,mt,US,92336,36172,48009,29681
2020,4,16,nb,CA,8700,5808,8700,5808
2020,4,16,nc,US,1404897,512062,745591,445627
2020,4,16,nd,US,90496,37166,49581,30755
2020,4,16,ne,US,268174,116240,150989,97588
2020,4,16,nh,US,121081,54291,70623,45525
2020,4,16,nj,US,848182,404694,507849,347589
2020,4,16,nl,CA,5807,3836,5807,3836
2020,4,16,nm,US,170393,69898,88223,56438
2020,4,16,ns,CA,10792,7431,10792,7431
2020,4,16,nt,CA,482,345,482,345
2020,4,16,nu,CA,185,133,185,133
2020,4,16,nv,US,314899,124777,154619,104879
2020,4,16,ny,US,1545294,747468,868902,605731
2020,4,16,oh,US,1405717,580488,788244,501004
2020,4,16,ok,US,708948,250082,363706,215116
2020,4,16,on,CA,239708,174243,239708,174243
2020,4,16,or,US,396420,157043,193124,128516
2020,4,16,pa,US,1162672,530410,673224,449603
2020,4,16,pe,CA,1723,1115,1723,1115
2020,4,16,pr,US,153139,96521,125526,91464
2020,4,16,qc,CA,130741,92359,130741,92359
2020,4,16,ri,US,83789,37933,47129,30758
2020,4,16,sc,US,793991,282049,415113,242490
2020,4,16,sd,US,100404,40457,55231,34069
2020,4,16,sk,CA,20328,13997,20328,13997
2020,4,16,tn,US,1062778,384489,547623,327155
2020,4,16,tx,US,4196565,1568153,2145652,1349550
2020,4,16,ut,US,346616,138220,179413,115032
2020,4,16,va,US,925721,372556,496368,315318
2020,4,16,vi,US,136,97,0,0
2020,4,16,vt,US,37343,17762,23075,14977
2020,4,16,wa,US,664386,277481,349851,237370
2020,4,16,wi,US,596096,256894,343544,220616
2020,4,16,wv,US,200655,83109,112389,69742
2020,4,16,wy,US,54747,23382,28861,18386
2020,4,16,yt,CA,442,326,442,326
2020,4,17,ALL,"",39510079,15400026,20803449,13227028
2020,4,17,ALL_CA,CA,598162,419813,598162,419813
2020,4,17,ALL_US,US,38911917,14980466,20205287,12807215
2020,4,17,ab,CA,77713,54950,77713,54950
2020,4,17,ak,US,51445,21207,25790,17656
2020,4,17,al,US,1099035,360053,542243,308909
2020,4,17,ar,US,578348,196757,284326,164233
2020,4,17,as,US,29,17,22,15
2020,4,17,az,US,793666,286652,371858,241219
2020,4,17,bc,CA,72638,51670,72638,51670
2020,4,17,ca,US,3200627,1292405,1580711,1083795
2020,4,17,co,US,557884,229443,282873,190233
2020,4,17,ct,US,315087,135311,176238,113141
2020,4,17,dc,US,28144,15206,0,0
2020,4,17,de,US,101353,42068,53749,34175
2020,4,17,fl,US,2860287,1061769,1452538,909991
2020,4,17,ga,US,1768681,607359,871454,517801
2020,4,17,gu,US,733,447,531,399
2020,4,17,hi,US,142367,50459,62547,42872
2020,4,17,ia,US,477445,184004,252869,153724
2020,4,17,id,US,188474,70008,93562,57565
2020,4,17,il,US,1411146,610042,766220,512410
2020,4,17,in,US,829468,345068,449091,285506
2020,4,17,ks,US,428870,169419,230514,143169
2020,4,17,ky,US,618432,232547,324814,194480
2020,4,17,la,US,752186,265526,384666,226269
2020,4,17,ma,US,512352,232143,284981,187489
2020,4,17,mb,CA,26742,17398,26742,17398
2020,4,17,md,US,592111,254005,314994,208941
2020,4,17,me,US,109745,43825,62655,37912
2020,4,17,mi,US,953443,445439,580330,392038
2020,4,17,mn,US,592312,245165,322243,206262
2020,4,17,mo,US,927643,354747,478406,298679
2020,4,17,mp,US,169,129,169,129
2020,4,17,ms,US,576940,196004,291290,165940
2020,4,17,mt,US,96230,36419,47723,29567
2020,4,17,nb,CA,8685,5685,8685,5685
2020,4,17,nc,US,1492690,518613,762619,446227
2020,4,17,nd,US,94642,37115,49739,30302
2020,4,17,ne,US,298627,113229,153301,93684
2020,4,17,nh,US,130886,55504,73113,45616
2020,4,17,nj,US,885091,409932,517562,349225
2020,4,17,nl,CA,5767,3707,5767,3707
2020,4,17,nm,US,176477,69893,87838,55602
2020,4,17,ns,CA,10693,7253,10693,7253
2020,4,17,nt,CA,485,322,485,322
2020,4,17,nu,CA,192,124,192,124
2020,4,17,nv,US,326507,125807,156747,104846
2020,4,17,ny,US,1611922,756778,886923,608156
2020,4,17,oh,US,1393775,580285,770781,496873
2020,4,17,ok,US,703332,248454,352374,211018
2020,4,17,on,CA,241315,172307,241315,172307
2020,4,17,or,US,415527,158054,197190,128126
2020,4,17,pa,US,1212678,535450,683262,449731
2020,4,17,pe,CA,1750,1131,1750,1131
2020,4,17,pr,US,151299,96330,125827,91379
2020,4,17,qc,CA,131209,91156,131209,91156
2020,4,17,ri,US,89542,38858,48800,31106
2020,4,17,sc,US,836188,284239,420709,241092
2020,4,17,sd,US,107887,40646,56602,33751
2020,4,17,sk,CA,20501,13773,20501,13773
2020,4,17,tn,US,1130687,393471,563100,330850
2020,4,17,tx,US,4327933,1587437,2156055,1349788
2020,4,17,ut,US,362554,135857,178187,112320
2020,4,17,va,US,975340,376020,505675,315165
2020,4,17,vi,US,105,78,0,0
2020,4,17,vt,US,39149,18052,23745,15108
2020,4,17,wa,US,688689,278677,353743,236202
2020,4,17,wi,US,626984,257250,348340,218623
2020,4,17,wv,US,208931,84217,114151,69668
2020,4,17,wy,US,59823,23634,29497,18238
2020,4,17,yt,CA,472,337,472,337
2020,4,18,ALL,"",37102970,15122482,20405961,13003239
2020,4,18,ALL_CA,CA,591230,416700,591230,416700
2020,4,18,ALL_US,US,36511740,14705930,19814731,12586539
2020,4,18,ab,CA,75578,54214,75578,54214
2020,4,18,ak,US,46696,20610,25208,17206
2020,4,18,al,US,997441,354654,525418,305563
2020,4,18,ar,US,543944,192934,280690,161518
2020,4,18,as,US,41,24,37,23
2020,4,18,az,US,752987,279194,365042,234286
2020,4,18,bc,CA,73064,51305,73064,51305
2020,4,18,ca,US,2959423,1254838,1543799,1056084
2020,4,18,co,US,535924,226600,284535,187674
2020,4,18,ct,US,273060,130367,160982,109820
2020,4,18,dc,US,21334,12476,0,0
2020,4,18,de,US,91830,40555,50675,33547
2020,4,18,fl,US,2604067,1046311,1395584,897610
2020,4,18,ga,US,1661523,601483,860708,514252
2020,4,18,gu,US,724,447,542,394
2020,4,18,hi,US,127470,49725,62352,42194
2020,4,18,ia,US,471491,182076,257628,151915
2020,4,18,id,US,173664,67707,91555,56172
2020,4,18,il,US,1460750,602133,802037,506337
2020,4,18,in,US,851898,340449,463769,281487
2020,4,18,ks,US,426865,167332,237328,142717
2020,4,18,ky,US,584611,224675,318016,188701
2020,4,18,la,US,670426,264212,372180,226048
2020,4,18,ma,US,425801,220265,253071,180169
2020,4,18,mb,CA,25100,17212,25100,17212
2020,4,18,md,US,544430,247358,301913,205450
2020,4,18,me,US,97289,42375,59211,37005
2020,4,18,mi,US,959738,441997,600178,389748
2020,4,18,mn,US,579270,243333,327043,204395
2020,4,18,mo,US,924936,347828,489623,292980
2020,4,18,mp,US,156,123,156,123
2020,4,18,ms,US,517833,193274,281234,164450
2020,4,18,mt,US,83372,35448,45043,28833
2020,4,18,nb,CA,8369,5522,8369,5522
2020,4,18,nc,US,1368452,510935,738842,441789
2020,4,18,nd,US,83780,36220,47562,29879
2020,4,18,ne,US,300123,112129,158581,92834
2020,4,18,nh,US,117054,53907,67292,44440
2020,4,18,nj,US,810020,400114,490001,341835
2020,4,18,nl,CA,5648,3684,5648,3684
2020,4,18,nm,US,159796,68240,84093,54082
2020,4,18,ns,CA,10192,7082,10192,7082
2020,4,18,nt,CA,421,304,421,304
2020,4,18,nu,CA,178,116,178,116
2020,4,18,nv,US,301606,122637,152746,102050
2020,4,18,ny,US,1459299,734112,839061,592451
2020,4,18,oh,US,1428011,569655,790500,487871
2020,4,18,ok,US,675596,244640,351781,207471
2020,4,18,on,CA,239862,171613,239862,171613
2020,4,18,or,US,357357,152962,184932,125351
2020,4,18,pa,US,1147332,521857,661304,439820
2020,4,18,pe,CA,1713,1094,1713,1094
2020,4,18,pr,US,150843,98208,127946,93732
2020,4,18,qc,CA,131423,90822,131423,90822
2020,4,18,ri,US,74891,37146,43757,30151
2020,4,18,sc,US,776246,281525,411949,239202
2020,4,18,sd,US,100784,39754,56437,33223
2020,4,18,sk,CA,19256,13406,19256,13406
2020,4,18,tn,US,1031681,379694,538478,321457
2020,4,18,tx,US,4046556,1558010,2108903,1325398
2020,4,18,ut,US,347388,131723,177400,108918
2020,4,18,va,US,883820,367108,481076,309932
2020,4,18,vi,US,76,60,0,0
2020,4,18,vt,US,36485,17440,23198,14702
2020,4,18,wa,US,611064,270972,334793,230681
2020,4,18,wi,US,610366,256099,352342,216689
2020,4,18,wv,US,188563,81608,107561,68071
2020,4,18,wy,US,55557,23170,28639,17809
2020,4,18,yt,CA,426,326,426,326
2020,4,19,ALL,"",33260273,15296049,20156513,13323411
2020,4,19,ALL_CA,CA,583880,439191,583880,439191
2020,4,19,ALL_US,US,32676393,14856954,19572633,12884220
2020,4,19,ab,CA,79798,57678,79798,57678
2020,4,19,ak,US,41569,20942,24812,17667
2020,4,19,al,US,766534,357277,487608,317154
2020,4,19,ar,US,427401,191511,262234,166411
2020,4,19,as,US,27,18,26,18
2020,4,19,az,US,662994,278487,354010,237782
2020,4,19,bc,CA,74652,54342,74652,54342
2020,4,19,ca,US,2720627,1256826,1518061,1066678
2020,4,19,co,US,496049,228920,280411,190142
2020,4,19,ct,US,287390,133023,176079,112364
2020,4,19,dc,US,19225,11665,0,0
2020,4,19,de,US,87513,40838,52723,34460
2020,4,19,fl,US,2382005,1038560,1381629,905666
2020,4,19,ga,US,1284999,609736,793567,533612
2020,4,19,gu,US,616,427,491,389
2020,4,19,hi,US,115028,49731,60447,42380
2020,4,19,ia,US,426998,186210,260517,159594
2020,4,19,id,US,148991,67845,87804,57437
2020,4,19,il,US,1331191,606773,797136,516918
2020,4,19,in,US,753858,341557,454845,288018
2020,4,19,ks,US,381968,168157,233988,146299
2020,4,19,ky,US,511085,224609,310352,193119
2020,4,19,la,US,576749,265318,358971,231631
2020,4,19,ma,US,469867,227803,285516,185958
2020,4,19,mb,CA,25329,18185,25329,18185
2020,4,19,md,US,510412,249773,307924,209519
2020,4,19,me,US,96587,43147,61973,37748
2020,4,19,mi,US,883675,446560,590543,396266
2020,4,19,mn,US,532367,248768,326919,212372
2020,4,19,mo,US,815860,348869,481035,300462
2020,4,19,mp,US,162,132,162,132
2020,4,19,ms,US,398387,191996,260045,169551
2020,4,19,mt,US,76954,35628,45115,29603
2020,4,19,nb,CA,8432,5844,8432,5844
2020,4,19,nc,US,1202162,515485,727846,455468
2020,4,19,nd,US,76097,36519,47704,30965
2020,4,19,ne,US,266708,113974,157597,96597
2020,4,19,nh,US,121095,55225,73772,45723
2020,4,19,nj,US,809569,407149,520432,350397
2020,4,19,nl,CA,5005,3740,5005,3740
2020,4,19,nm,US,145758,67669,82829,54964
2020,4,19,ns,CA,10330,7641,10330,7641
2020,4,19,nt,CA,442,322,442,322
2020,4,19,nu,CA,188,129,188,129
2020,4,19,nv,US,273423,122458,148827,103010
2020,4,19,ny,US,1465791,750324,881691,607005
2020,4,19,oh,US,1277247,576800,781945,501524
2020,4,19,ok,US,574370,244164,338478,212486
2020,4,19,on,CA,237032,180239,237032,180239
2020,4,19,or,US,340678,152750,186260,126906
2020,4,19,pa,US,1097168,531591,684894,452064
2020,4,19,pe,CA,1706,1156,1706,1156
2020,4,19,pr,US,134006,99251,124994,96508
2020,4,19,qc,CA,120165,95080,120165,95080
2020,4,19,ri,US,81744,38163,48197,30883
2020,4,19,sc,US,645672,285622,397991,250332
2020,4,19,sd,US,86834,40474,54570,34561
2020,4,19,sk,CA,20341,14494,20341,14494
2020,4,19,tn,US,864338,381111,519914,332103
2020,4,19,tx,US,3524510,1569866,2042585,1356512
2020,4,19,ut,US,257117,129716,158321,110195
2020,4,19,va,US,829023,369968,491500,316880
2020,4,19,vi,US,58,43,0,0
2020,4,19,vt,US,35342,17812,23667,15160
2020,4,19,wa,US,577564,272327,336953,234182
2020,4,19,wi,US,555502,258294,348215,222511
2020,4,19,wv,US,179859,82487,110816,69495
2020,4,19,wy,US,47670,23280,27692,18439
2020,4,19,yt,CA,460,341,460,341
2020,4,20,ALL,"",38370127,16085513,21235617,13832493
2020,4,20,ALL_CA,CA,624737,441544,624737,441544
2020,4,20,ALL_US,US,37745390,15644129,20610880,13390949
2020,4,20,ab,CA,82634,58083,82634,58083
2020,4,20,ak,US,50913,22878,26642,18856
2020,4,20,al,US,1033974,370880,544003,321255
2020,4,20,ar,US,569506,204593,295157,172821
2020,4,20,as,US,25,17,21,15
2020,4,20,az,US,756385,302297,374879,254177
2020,4,20,bc,CA,75539,54753,75539,54753
2020,4,20,ca,US,3087628,1342850,1582304,1122036
2020,4,20,co,US,559980,240665,293117,198976
2020,4,20,ct,US,293819,137684,172931,115493
2020,4,20,dc,US,26765,14650,0,0
2020,4,20,de,US,95053,43373,54003,35968
2020,4,20,fl,US,2708844,1133937,1471190,970135
2020,4,20,ga,US,1630140,626112,864380,537879
2020,4,20,gu,US,691,435,502,391
2020,4,20,hi,US,136772,52818,62678,44618
2020,4,20,ia,US,476021,195686,266831,164288
2020,4,20,id,US,183927,73581,95885,60943
2020,4,20,il,US,1480279,649528,829856,545353
2020,4,20,in,US,874805,358658,493018,304715
2020,4,20,ks,US,437026,178830,244080,151126
2020,4,20,ky,US,613652,240841,336764,202736
2020,4,20,la,US,720992,274076,386305,234435
2020,4,20,ma,US,473250,233461,278197,190323
2020,4,20,mb,CA,26604,18145,26604,18145
2020,4,20,md,US,556243,259384,313718,214548
2020,4,20,me,US,102675,44555,62077,38638
2020,4,20,mi,US,1016925,478473,634768,420650
2020,4,20,mn,US,575296,270361,332198,224832
2020,4,20,mo,US,934390,371962,505582,314283
2020,4,20,mp,US,184,134,184,134
2020,4,20,ms,US,548449,200235,290999,170684
2020,4,20,mt,US,94672,38271,49001,31196
2020,4,20,nb,CA,8779,5866,8779,5866
2020,4,20,nc,US,1327069,537832,741124,468561
2020,4,20,nd,US,91296,39526,50940,32379
2020,4,20,ne,US,301689,118147,162019,98505
2020,4,20,nh,US,123612,56398,72401,46835
2020,4,20,nj,US,849639,418337,516063,357162
2020,4,20,nl,CA,5933,3963,5933,3963
2020,4,20,nm,US,171251,74344,91069,60099
2020,4,20,ns,CA,10902,7548,10902,7548
2020,4,20,nt,CA,500,343,500,343
2020,4,20,nu,CA,195,132,195,132
2020,4,20,nv,US,309162,130269,155604,108166
2020,4,20,ny,US,1586983,774256,894425,621819
2020,4,20,oh,US,1476929,616128,838265,528206
2020,4,20,ok,US,720485,263986,377925,225590
2020,4,20,on,CA,249962,180145,249962,180145
2020,4,20,or,US,398045,165852,197772,134693
2020,4,20,pa,US,1186297,555048,701507,467309
2020,4,20,pe,CA,1785,1161,1785,1161
2020,4,20,pr,US,136944,88342,112162,83293
2020,4,20,qc,CA,140249,96547,140249,96547
2020,4,20,ri,US,82523,39406,47464,31862
2020,4,20,sc,US,760932,295936,414937,254393
2020,4,20,sd,US,103595,42711,57454,35639
2020,4,20,sk,CA,21165,14491,21165,14491
2020,4,20,tn,US,1062244,403258,559473,340901
2020,4,20,tx,US,4188949,1637423,2190228,1401152
2020,4,20,ut,US,351063,138541,179039,114668
2020,4,20,va,US,881497,383597,491530,324176
2020,4,20,vi,US,99,72,0,0
2020,4,20,vt,US,39432,18411,24382,15410
2020,4,20,wa,US,668582,293274,358351,248152
2020,4,20,wi,US,621909,283209,367584,239303
2020,4,20,wv,US,206584,86557,117540,72096
2020,4,20,wy,US,59299,24405,30352,19076
2020,4,20,yt,CA,490,367,490,367
2020,4,21,ALL,"",39840669,16608642,21504754,13940258
2020,4,21,ALL_CA,CA,611913,441227,611913,441227
2020,4,21,ALL_US,US,39228756,16167615,20892841,13499031
2020,4,21,ab,CA,82289,57847,82289,57847
2020,4,21,ak,US,51174,23011,26285,18644
2020,4,21,al,US,1066798,382572,553458,324886
2020,4,21,ar,US,594817,213415,301429,174868
2020,4,21,as,US,28,20,22,18
2020,4,21,az,US,783088,310327,379183,254791
2020,4,21,bc,CA,74594,54517,74594,54517
2020,4,21,ca,US,3217975,1378446,1606320,1127308
2020,4,21,co,US,577038,247837,296521,200032
2020,4,21,ct,US,288534,142910,170213,117739
2020,4,21,dc,US,27855,15646,0,0
2020,4,21,de,US,99962,45906,55355,36684
2020,4,21,fl,US,2941805,1176530,1518236,972110
2020,4,21,ga,US,1713505,647279,886156,542703
2020,4,21,gu,US,695,433,505,386
2020,4,21,hi,US,138659,53861,63082,44886
2020,4,21,ia,US,498220,199761,270710,163122
2020,4,21,id,US,189751,75688,96529,61004
2020,4,21,il,US,1516212,662339,825309,541581
2020,4,21,in,US,892459,371706,489821,305318
2020,4,21,ks,US,463885,185841,253591,153638
2020,4,21,ky,US,633830,249843,341441,205110
2020,4,21,la,US,763667,287096,400352,239709
2020,4,21,ma,US,485149,245447,278362,194626
2020,4,21,mb,CA,26651,18075,26651,18075
2020,4,21,md,US,581000,275316,317389,217841
2020,4,21,me,US,104625,46286,62263,39274
2020,4,21,mi,US,994235,485133,613252,418757
2020,4,21,mn,US,609330,274215,340021,224014
2020,4,21,mo,US,988142,382912,517474,315178
2020,4,21,mp,US,188,136,188,136
2020,4,21,ms,US,570250,207600,298090,173052
2020,4,21,mt,US,99591,39415,49833,31008
2020,4,21,nb,CA,9061,5967,9061,5967
2020,4,21,nc,US,1458732,560056,781923,473878
2020,4,21,nd,US,96345,40322,52063,32201
2020,4,21,ne,US,314130,121021,164520,98302
2020,4,21,nh,US,121480,58297,71798,47782
2020,4,21,nj,US,853640,433712,515041,362582
2020,4,21,nl,CA,5950,3949,5950,3949
2020,4,21,nm,US,182110,78782,93761,60826
2020,4,21,ns,CA,11294,7740,11294,7740
2020,4,21,nt,CA,489,350,489,350
2020,4,21,nu,CA,193,128,193,128
2020,4,21,nv,US,323573,132305,157256,107668
2020,4,21,ny,US,1572167,800544,882788,631329
2020,4,21,oh,US,1488430,644412,830856,534518
2020,4,21,ok,US,754438,279631,391382,233456
2020,4,21,on,CA,244345,180592,244345,180592
2020,4,21,or,US,401711,169537,197379,135090
2020,4,21,pa,US,1193417,576959,695210,473815
2020,4,21,pe,CA,1824,1186,1824,1186
2020,4,21,pr,US,143250,92720,120460,87977
2020,4,21,qc,CA,132946,95891,132946,95891
2020,4,21,ri,US,82663,41176,47330,32569
2020,4,21,sc,US,825256,307559,433435,256813
2020,4,21,sd,US,110135,43557,58879,35471
2020,4,21,sk,CA,21803,14624,21803,14624
2020,4,21,tn,US,1103366,416666,569241,342779
2020,4,21,tx,US,4387778,1704419,2244369,1422238
2020,4,21,ut,US,358476,140828,179732,114360
2020,4,21,va,US,959857,412932,510383,328858
2020,4,21,vi,US,98,76,0,0
2020,4,21,vt,US,38116,18865,23493,15546
2020,4,21,wa,US,666053,298083,353430,248010
2020,4,21,wi,US,631380,281745,359257,232782
2020,4,21,wv,US,207185,89487,116635,72799
2020,4,21,wy,US,62503,25343,30830,18959
2020,4,21,yt,CA,474,361,474,361
2020,4,22,ALL,"",39750581,16459554,21395349,13831696
2020,4,22,ALL_CA,CA,608024,436682,608024,436682
2020,4,22,ALL_US,US,39142557,16023086,20787325,13395014
2020,4,22,ab,CA,80940,57443,80940,57443
2020,4,22,ak,US,52542,23124,26414,18591
2020,4,22,al,US,1063236,385469,553664,327263
2020,4,22,ar,US,539078,213041,287013,175759
2020,4,22,as,US,24,17,21,16
2020,4,22,az,US,788322,309959,378835,253848
2020,4,22,bc,CA,72370,53799,72370,53799
2020,4,22,ca,US,3259404,1384923,1614116,1126485
2020,4,22,co,US,570502,242460,291206,196167
2020,4,22,ct,US,306093,139654,174131,115030
2020,4,22,dc,US,29023,15790,0,0
2020,4,22,de,US,101862,44285,54601,35296
2020,4,22,fl,US,2943356,1161679,1514194,964204
2020,4,22,ga,US,1724950,645421,888176,542240
2020,4,22,gu,US,687,436,484,379
2020,4,22,hi,US,141335,54399,63911,45078
2020,4,22,ia,US,504422,200127,272609,163121
2020,4,22,id,US,185198,75609,95213,61120
2020,4,22,il,US,1502371,659741,819857,540944
2020,4,22,in,US,898628,368803,493518,304449
2020,4,22,ks,US,434150,183524,240610,151665
2020,4,22,ky,US,640029,248393,342749,204268
2020,4,22,la,US,752449,292314,400893,243129
2020,4,22,ma,US,490346,237873,277480,189598
2020,4,22,mb,CA,26916,17898,26916,17898
2020,4,22,md,US,589658,267636,315893,211768
2020,4,22,me,US,103081,45357,60797,38506
2020,4,22,mi,US,993676,477013,611775,413692
2020,4,22,mn,US,636951,272845,349847,223513
2020,4,22,mo,US,946414,381012,503168,314548
2020,4,22,mp,US,174,136,174,136
2020,4,22,ms,US,560788,210365,297371,175713
2020,4,22,mt,US,97377,38865,49108,30841
2020,4,22,nb,CA,8642,5864,8642,5864
2020,4,22,nc,US,1467972,554454,779633,469797
2020,4,22,nd,US,98249,39859,52470,31758
2020,4,22,ne,US,315781,120167,164036,97504
2020,4,22,nh,US,125435,57689,72229,47115
2020,4,22,nj,US,887243,424932,520332,355389
2020,4,22,nl,CA,6070,3842,6070,3842
2020,4,22,nm,US,181257,78271,92911,60532
2020,4,22,ns,CA,10708,7457,10708,7457
2020,4,22,nt,CA,479,341,479,341
2020,4,22,nu,CA,205,136,205,136
2020,4,22,nv,US,327516,132220,157403,107096
2020,4,22,ny,US,1625280,785175,892034,620040
2020,4,22,oh,US,1499086,633260,832535,527431
2020,4,22,ok,US,680451,273330,363688,227612
2020,4,22,on,CA,244958,178312,244958,178312
2020,4,22,or,US,383060,167796,189835,133537
2020,4,22,pa,US,1228401,562489,700763,462813
2020,4,22,pe,CA,1729,1152,1729,1152
2020,4,22,pr,US,150165,94445,123195,89010
2020,4,22,qc,CA,133339,95868,133339,95868
2020,4,22,ri,US,86753,40230,47974,31783
2020,4,22,sc,US,830121,305169,432713,255009
2020,4,22,sd,US,112239,43174,59404,35089
2020,4,22,sk,CA,21219,14226,21219,14226
2020,4,22,tn,US,1089642,413484,564996,341749
2020,4,22,tx,US,4271083,1697468,2204027,1416491
2020,4,22,ut,US,358338,140204,178202,113397
2020,4,22,va,US,979527,404667,509997,322356
2020,4,22,vi,US,96,71,0,0
2020,4,22,vt,US,38028,18210,22910,14967
2020,4,22,wa,US,647445,296510,343168,245971
2020,4,22,wi,US,628520,279075,357430,231093
2020,4,22,wv,US,212449,87907,117265,71385
2020,4,22,wy,US,62294,25424,30347,18723
2020,4,22,yt,CA,449,344,449,344
2020,4,23,ALL,"",39865222,16578568,21050537,13668876
2020,4,23,ALL_CA,CA,570632,399375,570632,399375
2020,4,23,ALL_US,US,39294590,16179414,20479905,13269501
2020,4,23,ab,CA,76009,53035,76009,53035
2020,4,23,ak,US,52585,23049,25827,18280
2020,4,23,al,US,988700,383590,525045,323447
2020,4,23,ar,US,584729,210771,290209,170379
2020,4,23,as,US,28,25,23,21
2020,4,23,az,US,801356,314402,378228,252647
2020,4,23,bc,CA,71363,51503,71363,51503
2020,4,23,ca,US,3304052,1409275,1611810,1123191
2020,4,23,co,US,576366,247076,289348,195417
2020,4,23,ct,US,308326,141612,171951,113824
2020,4,23,dc,US,29264,16622,0,0
2020,4,23,de,US,101185,44912,53939,35205
2020,4,23,fl,US,3007909,1206841,1529188,982487
2020,4,23,ga,US,1592061,652219,839776,540674
2020,4,23,gu,US,658,401,464,355
2020,4,23,hi,US,142624,55267,63856,45234
2020,4,23,ia,US,510029,200874,269966,160747
2020,4,23,id,US,183448,76236,92786,60193
2020,4,23,il,US,1512741,667670,807091,532713
2020,4,23,in,US,863744,370653,470019,300401
2020,4,23,ks,US,471197,187274,250696,152159
2020,4,23,ky,US,592549,247270,320000,201570
2020,4,23,la,US,753118,287613,388645,236014
2020,4,23,ma,US,526792,247785,287638,189943
2020,4,23,mb,CA,26221,17024,26221,17024
2020,4,23,md,US,578584,270738,306080,209233
2020,4,23,me,US,109893,46189,63007,38317
2020,4,23,mi,US,1004329,481960,604482,409729
2020,4,23,mn,US,629278,276203,339546,220328
2020,4,23,mo,US,960399,382113,496347,310084
2020,4,23,mp,US,176,139,176,139
2020,4,23,ms,US,554565,207850,287557,171691
2020,4,23,mt,US,95687,39267,47876,30703
2020,4,23,nb,CA,8490,5672,8490,5672
2020,4,23,nc,US,1396620,560461,748106,469375
