year,month,day,region,iso_country_code,total_visits,total_devices_seen,total_home_visits,total_home_visitors
2020,4,23,nd,US,98010,40199,51645,31623
2020,4,23,ne,US,321394,123315,164412,98249
2020,4,23,nh,US,134614,59802,74982,47227
2020,4,23,nj,US,884209,428970,511114,351517
2020,4,23,nl,CA,5861,3776,5861,3776
2020,4,23,nm,US,185230,79180,92562,59964
2020,4,23,ns,CA,10509,7268,10509,7268
2020,4,23,nt,CA,435,297,435,297
2020,4,23,nu,CA,175,116,175,116
2020,4,23,nv,US,329957,134607,156309,106705
2020,4,23,ny,US,1628742,789737,872921,606455
2020,4,23,oh,US,1495788,642578,815983,523809
2020,4,23,ok,US,767718,273542,379983,223847
2020,4,23,on,CA,224650,160596,224650,160596
2020,4,23,or,US,405620,170656,194864,132917
2020,4,23,pa,US,1236092,571886,692617,459658
2020,4,23,pe,CA,1696,1136,1696,1136
2020,4,23,pr,US,124270,82805,103416,78149
2020,4,23,qc,CA,124168,85060,124168,85060
2020,4,23,ri,US,89338,41070,48420,31727
2020,4,23,sc,US,784873,309732,415640,256200
2020,4,23,sd,US,111132,44011,58531,35188
2020,4,23,sk,CA,20625,13571,20625,13571
2020,4,23,tn,US,1063507,417717,546255,339772
2020,4,23,tx,US,4501447,1689041,2212125,1383053
2020,4,23,ut,US,352135,140949,173083,112049
2020,4,23,va,US,939114,407416,489030,319537
2020,4,23,vi,US,89,68,0,0
2020,4,23,vt,US,41133,18937,24330,15182
2020,4,23,wa,US,669766,299433,347068,243590
2020,4,23,wi,US,632056,282027,351826,228526
2020,4,23,wv,US,204110,88446,112898,71013
2020,4,23,wy,US,61254,25986,30209,19044
2020,4,23,yt,CA,430,321,430,321
2020,4,24,ALL,"",42397449,16676223,21648156,13748261
2020,4,24,ALL_CA,CA,626429,440264,626429,440264
2020,4,24,ALL_US,US,41771020,16236163,21021727,13307997
2020,4,24,ab,CA,82591,57098,82591,57098
2020,4,24,ak,US,56098,23303,26941,18526
2020,4,24,al,US,1160841,386251,553127,318243
2020,4,24,ar,US,627492,219523,303071,176084
2020,4,24,as,US,33,22,29,21
2020,4,24,az,US,848159,316380,386942,252570
2020,4,24,bc,CA,75952,54498,75952,54498
2020,4,24,ca,US,3482368,1415175,1660257,1131902
2020,4,24,co,US,603763,246881,294405,196239
2020,4,24,ct,US,304384,139456,169654,113767
2020,4,24,dc,US,29056,16212,0,0
2020,4,24,de,US,101840,44625,53644,35203
2020,4,24,fl,US,3000313,1200314,1507872,975735
2020,4,24,ga,US,1889119,653602,894922,533064
2020,4,24,gu,US,710,424,485,361
2020,4,24,hi,US,150082,54868,65139,44879
2020,4,24,ia,US,522891,200494,269212,160732
2020,4,24,id,US,198715,75960,96462,60066
2020,4,24,il,US,1595971,671028,832425,539573
2020,4,24,in,US,972702,376484,505034,304269
2020,4,24,ks,US,456754,184581,240615,149803
2020,4,24,ky,US,674799,250791,341296,202188
2020,4,24,la,US,820474,288343,400804,234541
2020,4,24,ma,US,496394,241077,272498,188120
2020,4,24,mb,CA,27816,18197,27816,18197
2020,4,24,md,US,597929,269791,311397,210759
2020,4,24,me,US,113603,46088,63744,38368
2020,4,24,mi,US,1098120,486312,642640,414520
2020,4,24,mn,US,665526,279211,350325,222280
2020,4,24,mo,US,1023467,389725,514727,314692
2020,4,24,mp,US,167,123,167,123
2020,4,24,ms,US,620941,210909,299130,170355
2020,4,24,mt,US,103350,38922,48750,30211
2020,4,24,nb,CA,9048,5881,9048,5881
2020,4,24,nc,US,1559798,560544,785342,465235
2020,4,24,nd,US,104311,40859,53272,31854
2020,4,24,ne,US,323222,122924,161362,97442
2020,4,24,nh,US,134330,58338,73217,46596
2020,4,24,nj,US,866955,426645,500240,351834
2020,4,24,nl,CA,6000,3830,6000,3830
2020,4,24,nm,US,195034,79680,94399,60029
2020,4,24,ns,CA,10986,7634,10986,7634
2020,4,24,nt,CA,449,309,449,309
2020,4,24,nu,CA,195,133,195,133
2020,4,24,nv,US,348609,134444,161075,106720
2020,4,24,ny,US,1636912,794626,879848,615630
2020,4,24,oh,US,1638482,642863,859708,526199
2020,4,24,ok,US,788548,275318,380780,223205
2020,4,24,on,CA,250517,180409,250517,180409
2020,4,24,or,US,419647,170682,198176,133402
2020,4,24,pa,US,1252962,564596,689960,458004
2020,4,24,pe,CA,1861,1175,1861,1175
2020,4,24,pr,US,155486,95760,128122,90074
2020,4,24,qc,CA,139223,96522,139223,96522
2020,4,24,ri,US,86187,40209,46605,31334
2020,4,24,sc,US,883957,309373,431774,251246
2020,4,24,sd,US,115257,44206,58596,34820
2020,4,24,sk,CA,21363,14258,21363,14258
2020,4,24,tn,US,1177011,421411,569674,339134
2020,4,24,tx,US,4759961,1711380,2261033,1394856
2020,4,24,ut,US,381817,139914,178298,110269
2020,4,24,va,US,1006522,410626,507662,321743
2020,4,24,vi,US,104,77,0,0
2020,4,24,vt,US,42026,18739,24356,15054
2020,4,24,wa,US,714478,303201,361191,247063
2020,4,24,wi,US,681809,284156,366103,229419
2020,4,24,wv,US,216920,88834,114738,70779
2020,4,24,wy,US,64614,25969,30482,18862
2020,4,24,yt,CA,428,320,428,320
2020,4,25,ALL,"",40319896,16205624,21360293,13413094
2020,4,25,ALL_CA,CA,631887,440171,631887,440171
2020,4,25,ALL_US,US,39688009,15765584,20728406,12972923
2020,4,25,ab,CA,81041,56882,81041,56882
2020,4,25,ak,US,52134,22331,26820,17939
2020,4,25,al,US,1033399,372979,529070,309199
2020,4,25,ar,US,556062,201492,276816,161615
2020,4,25,as,US,37,27,25,17
2020,4,25,az,US,794069,301794,375365,241834
2020,4,25,bc,CA,75158,54171,75158,54171
2020,4,25,ca,US,3232688,1345073,1610513,1084383
2020,4,25,co,US,589830,237682,295812,189825
2020,4,25,ct,US,341768,141449,188205,114070
2020,4,25,dc,US,24394,14090,0,0
2020,4,25,de,US,108751,45147,57194,35367
2020,4,25,fl,US,2941322,1157645,1490122,944704
2020,4,25,ga,US,1775761,637607,877040,522333
2020,4,25,gu,US,617,410,476,367
2020,4,25,hi,US,138678,53536,65132,43865
2020,4,25,ia,US,506681,195331,269575,156726
2020,4,25,id,US,184311,73326,94418,58311
2020,4,25,il,US,1419901,644132,778182,524601
2020,4,25,in,US,887399,367687,485418,300705
2020,4,25,ks,US,461347,176776,245108,144476
2020,4,25,ky,US,595232,242271,324523,198703
2020,4,25,la,US,728701,274884,380218,225462
2020,4,25,ma,US,543037,239870,299932,187745
2020,4,25,mb,CA,26156,17868,26156,17868
2020,4,25,md,US,612028,267691,323488,209632
2020,4,25,me,US,111434,45721,65357,38273
2020,4,25,mi,US,1046183,478901,630895,410059
2020,4,25,mn,US,643995,268867,350098,216268
2020,4,25,mo,US,923735,368112,478331,298209
2020,4,25,mp,US,175,135,174,135
2020,4,25,ms,US,542219,202423,281896,165086
2020,4,25,mt,US,91107,36887,46581,28807
2020,4,25,nb,CA,8969,5862,8969,5862
2020,4,25,nc,US,1437219,555062,768646,464593
2020,4,25,nd,US,92728,38702,49844,30595
2020,4,25,ne,US,313968,119610,162324,95279
2020,4,25,nh,US,143122,59967,77944,46698
2020,4,25,nj,US,958134,427699,551183,351776
2020,4,25,nl,CA,5681,3766,5681,3766
2020,4,25,nm,US,177167,76045,90221,57247
2020,4,25,ns,CA,11257,7590,11257,7590
2020,4,25,nt,CA,438,324,438,324
2020,4,25,nu,CA,176,125,176,125
2020,4,25,nv,US,319718,129041,155146,102937
2020,4,25,ny,US,1756679,791733,947472,614034
2020,4,25,oh,US,1608366,638675,873177,525090
2020,4,25,ok,US,744111,262544,364891,212056
2020,4,25,on,CA,257156,181449,257156,181449
2020,4,25,or,US,382581,163402,191416,129076
2020,4,25,pa,US,1312391,562716,729671,456350
2020,4,25,pe,CA,1871,1198,1871,1198
2020,4,25,pr,US,118026,79754,99119,75428
2020,4,25,qc,CA,142866,96729,142866,96729
2020,4,25,ri,US,97754,40948,51920,31412
2020,4,25,sc,US,838054,306610,428218,249461
2020,4,25,sd,US,105052,42734,56312,33902
2020,4,25,sk,CA,20703,13889,20703,13889
2020,4,25,tn,US,1040841,411328,544366,336730
2020,4,25,tx,US,4438995,1645836,2184714,1342578
2020,4,25,ut,US,365298,134799,177668,106533
2020,4,25,va,US,947251,391318,501309,316854
2020,4,25,vi,US,82,64,0,0
2020,4,25,vt,US,41959,18586,25216,15027
2020,4,25,wa,US,655488,291721,348609,239621
2020,4,25,wi,US,640366,274970,357992,222817
2020,4,25,wv,US,205503,87003,114856,70038
2020,4,25,wy,US,60161,24920,29388,18075
2020,4,25,yt,CA,415,318,415,318
2020,4,26,ALL,"",35518385,16090134,20666174,13603352
2020,4,26,ALL_CA,CA,581405,432725,581405,432725
2020,4,26,ALL_US,US,34936980,15657513,20084769,13170627
2020,4,26,ab,CA,77686,56474,77686,56474
2020,4,26,ak,US,47026,22248,26430,18216
2020,4,26,al,US,909746,367783,523628,315268
2020,4,26,ar,US,500473,200951,284319,167696
2020,4,26,as,US,23,17,22,16
2020,4,26,az,US,704946,303530,367841,249040
2020,4,26,bc,CA,73168,54034,73168,54034
2020,4,26,ca,US,2962528,1360211,1593052,1112441
2020,4,26,co,US,533043,239362,291330,194419
2020,4,26,ct,US,261470,136712,161445,113343
2020,4,26,dc,US,20007,12384,0,0
2020,4,26,de,US,83785,42396,50335,34924
2020,4,26,fl,US,2551766,1134513,1436568,949118
2020,4,26,ga,US,1533884,625866,854177,528748
2020,4,26,gu,US,611,407,477,363
2020,4,26,hi,US,124726,53006,63126,44057
2020,4,26,ia,US,463361,196140,272422,162775
2020,4,26,id,US,160337,73378,91876,60003
2020,4,26,il,US,1449877,654446,835771,538730
2020,4,26,in,US,796460,360908,470975,302178
2020,4,26,ks,US,409392,175451,241982,148491
2020,4,26,ky,US,506325,236011,304959,199164
2020,4,26,la,US,663250,274203,381049,231644
2020,4,26,ma,US,440913,236924,269418,189397
2020,4,26,mb,CA,25562,17865,25562,17865
2020,4,26,md,US,489724,256413,291694,209601
2020,4,26,me,US,97422,45897,61920,39049
2020,4,26,mi,US,997171,480863,634244,415352
2020,4,26,mn,US,585753,270052,348498,223235
2020,4,26,mo,US,902639,371350,509228,309436
2020,4,26,mp,US,164,128,164,128
2020,4,26,ms,US,482196,199305,281835,167787
2020,4,26,mt,US,85138,37727,47802,30505
2020,4,26,nb,CA,8559,5754,8559,5754
2020,4,26,nc,US,1286516,542001,752177,464780
2020,4,26,nd,US,82801,38603,50050,31721
2020,4,26,ne,US,282549,118136,161748,97486
2020,4,26,nh,US,118891,58106,71456,47162
2020,4,26,nj,US,740526,415793,474471,350048
2020,4,26,nl,CA,5913,3773,5913,3773
2020,4,26,nm,US,159516,75311,88856,59022
2020,4,26,ns,CA,10702,7486,10702,7486
2020,4,26,nt,CA,433,336,433,336
2020,4,26,nu,CA,201,134,201,134
2020,4,26,nv,US,291876,130169,153342,105451
2020,4,26,ny,US,1384922,775853,829197,612267
2020,4,26,oh,US,1281162,616673,768081,519261
2020,4,26,ok,US,654489,260895,363784,218757
2020,4,26,on,CA,232571,176155,232571,176155
2020,4,26,or,US,362770,164944,194115,132514
2020,4,26,pa,US,1028377,546439,637377,454360
2020,4,26,pe,CA,1785,1139,1785,1139
2020,4,26,pr,US,133540,96800,124255,93708
2020,4,26,qc,CA,124586,95038,124586,95038
2020,4,26,ri,US,76236,39608,45424,31395
2020,4,26,sc,US,729760,296099,415431,249454
2020,4,26,sd,US,99151,42641,58158,35007
2020,4,26,sk,CA,19760,14185,19760,14185
2020,4,26,tn,US,907351,397142,522948,334218
2020,4,26,tx,US,3936129,1626611,2150281,1366745
2020,4,26,ut,US,279585,133992,162741,109945
2020,4,26,va,US,842492,397455,483491,321339
2020,4,26,vi,US,71,53,0,0
2020,4,26,vt,US,35130,18302,23098,15220
2020,4,26,wa,US,613906,294122,350868,245412
2020,4,26,wi,US,622040,278845,373018,231538
2020,4,26,wv,US,171176,84148,105107,69928
2020,4,26,wy,US,51862,24671,28708,18765
2020,4,26,yt,CA,479,352,479,352
2020,4,27,ALL,"",40578290,16473270,21272493,13598623
2020,4,27,ALL_CA,CA,622531,435960,622531,435960
2020,4,27,ALL_US,US,39955759,16037455,20649962,13162663
2020,4,27,ab,CA,79680,56197,79680,56197
2020,4,27,ak,US,54830,22663,26449,18019
2020,4,27,al,US,1065949,376798,540848,315168
2020,4,27,ar,US,581260,209526,291096,169618
2020,4,27,as,US,26,19,23,18
2020,4,27,az,US,788504,308881,371263,248045
2020,4,27,bc,CA,73768,53385,73768,53385
2020,4,27,ca,US,3284294,1385425,1595785,1109007
2020,4,27,co,US,607657,245124,296491,194071
2020,4,27,ct,US,291911,138414,166206,112673
2020,4,27,dc,US,30345,16945,0,0
2020,4,27,de,US,98954,44231,53223,34904
2020,4,27,fl,US,2998454,1166346,1499408,946795
2020,4,27,ga,US,1770440,641488,872534,526346
2020,4,27,gu,US,729,432,499,372
2020,4,27,hi,US,141727,53767,62521,44192
2020,4,27,ia,US,512843,203279,273201,163676
2020,4,27,id,US,186865,75230,93675,59720
2020,4,27,il,US,1538330,675250,825630,539557
2020,4,27,in,US,934765,376499,498604,302959
2020,4,27,ks,US,461557,182212,245635,148129
2020,4,27,ky,US,650160,249055,338361,200893
2020,4,27,la,US,768006,282451,392003,231623
2020,4,27,ma,US,459370,236758,260127,185657
2020,4,27,mb,CA,27128,17705,27128,17705
2020,4,27,md,US,572110,264712,307572,209450
2020,4,27,me,US,97705,45266,57770,37966
2020,4,27,mi,US,1093638,488083,643064,413585
2020,4,27,mn,US,643197,278368,346483,222333
2020,4,27,mo,US,985674,383965,506593,310843
2020,4,27,mp,US,171,129,171,129
2020,4,27,ms,US,579268,204829,292389,167621
2020,4,27,mt,US,98946,39048,48307,30310
2020,4,27,nb,CA,8640,5761,8640,5761
2020,4,27,nc,US,1461920,549141,760957,457135
2020,4,27,nd,US,99759,40202,52054,31450
2020,4,27,ne,US,320660,122200,164556,97773
2020,4,27,nh,US,118053,57158,67928,46015
2020,4,27,nj,US,864662,424802,504011,349806
2020,4,27,nl,CA,5891,3774,5891,3774
2020,4,27,nm,US,181006,76636,90717,58448
2020,4,27,ns,CA,10537,7532,10537,7532
2020,4,27,nt,CA,473,324,473,324
2020,4,27,nu,CA,190,127,190,127
2020,4,27,nv,US,329494,132387,154482,104867
2020,4,27,ny,US,1609797,789026,871383,610239
2020,4,27,oh,US,1592673,647465,856276,526701
2020,4,27,ok,US,753517,270221,375215,221275
2020,4,27,on,CA,253573,179407,253573,179407
2020,4,27,or,US,398051,167873,191380,131318
2020,4,27,pa,US,1234087,566089,691101,457144
2020,4,27,pe,CA,1732,1143,1732,1143
2020,4,27,pr,US,154757,96351,126018,90598
2020,4,27,qc,CA,139281,96217,139281,96217
2020,4,27,ri,US,80876,39745,45031,30813
2020,4,27,sc,US,842897,303748,424111,248002
2020,4,27,sd,US,114151,44715,59917,35655
2020,4,27,sk,CA,21221,14080,21221,14080
2020,4,27,tn,US,1132396,413944,560959,333989
2020,4,27,tx,US,4432713,1680864,2204739,1380828
2020,4,27,ut,US,365429,140179,177069,110836
2020,4,27,va,US,941315,395537,492924,317251
2020,4,27,vi,US,103,74,0,0
2020,4,27,vt,US,37867,18397,22480,14879
2020,4,27,wa,US,679141,299451,350057,243987
2020,4,27,wi,US,635227,284827,354373,230550
2020,4,27,wv,US,214521,88352,115641,70545
2020,4,27,wy,US,63002,25515,30652,18880
2020,4,27,yt,CA,417,308,417,308
2020,4,28,ALL,"",41197533,16549971,21453749,13616834
2020,4,28,ALL_CA,CA,615570,432824,615570,432824
2020,4,28,ALL_US,US,40581963,16117356,20838179,13184010
2020,4,28,ab,CA,80521,56112,80521,56112
2020,4,28,ak,US,54848,22701,26317,17968
2020,4,28,al,US,1071168,376648,539927,315163
2020,4,28,ar,US,590359,216789,299446,175589
2020,4,28,as,US,27,22,23,19
2020,4,28,az,US,790046,304960,367475,244557
2020,4,28,bc,CA,73384,53802,73384,53802
2020,4,28,ca,US,3319624,1382821,1593704,1102088
2020,4,28,co,US,597319,241019,289403,190109
2020,4,28,ct,US,325206,141376,179100,113584
2020,4,28,dc,US,30263,16760,0,0
2020,4,28,de,US,104714,44662,54987,34900
2020,4,28,fl,US,3003271,1154894,1482712,933828
2020,4,28,ga,US,1791829,640979,875115,525450
2020,4,28,gu,US,691,430,486,359
2020,4,28,hi,US,142125,52964,61688,43345
2020,4,28,ia,US,497468,200117,264804,160244
2020,4,28,id,US,193679,74174,94057,58519
2020,4,28,il,US,1583759,685962,850671,547556
2020,4,28,in,US,949779,379562,503845,305625
2020,4,28,ks,US,460703,184264,245929,149137
2020,4,28,ky,US,646336,248358,335360,200235
2020,4,28,la,US,748525,288055,392345,236182
2020,4,28,ma,US,516211,242310,282392,187704
2020,4,28,mb,CA,26310,17674,26310,17674
2020,4,28,md,US,582002,263947,308923,208785
2020,4,28,me,US,106508,45631,60676,37928
2020,4,28,mi,US,1131297,494763,657764,417181
2020,4,28,mn,US,586985,270331,322336,216993
2020,4,28,mo,US,1003587,391022,519070,315855
2020,4,28,mp,US,177,133,177,133
2020,4,28,ms,US,577272,206726,293452,169333
2020,4,28,mt,US,102711,38577,48550,29846
2020,4,28,nb,CA,8843,5836,8843,5836
2020,4,28,nc,US,1490258,549975,764491,456677
2020,4,28,nd,US,97789,40572,50875,31423
2020,4,28,ne,US,316842,123083,161728,97112
2020,4,28,nh,US,131281,58102,72676,46012
2020,4,28,nj,US,950563,431831,541100,351846
2020,4,28,nl,CA,5800,3843,5800,3843
2020,4,28,nm,US,181315,75674,89572,57438
2020,4,28,ns,CA,10241,7472,10241,7472
2020,4,28,nt,CA,479,321,479,321
2020,4,28,nu,CA,217,143,217,143
2020,4,28,nv,US,334279,130804,154379,103758
2020,4,28,ny,US,1777874,808590,928982,615113
2020,4,28,oh,US,1579452,644683,845484,523537
2020,4,28,ok,US,755526,276542,385939,225066
2020,4,28,on,CA,248169,177690,248169,177690
2020,4,28,or,US,412638,168062,193774,130291
2020,4,28,pa,US,1294171,571871,711463,457884
2020,4,28,pe,CA,1699,1149,1699,1149
2020,4,28,pr,US,161784,100419,133280,94831
2020,4,28,qc,CA,138236,94249,138236,94249
2020,4,28,ri,US,88771,39937,47844,30829
2020,4,28,sc,US,845031,302648,423532,247566
2020,4,28,sd,US,109854,44363,57014,34872
2020,4,28,sk,CA,21184,14178,21184,14178
2020,4,28,tn,US,1137837,417351,563130,336850
2020,4,28,tx,US,4446167,1717285,2220946,1403844
2020,4,28,ut,US,367953,138422,175500,109165
2020,4,28,va,US,950196,391870,492864,315520
2020,4,28,vi,US,116,79,0,0
2020,4,28,vt,US,41865,18784,24276,14982
2020,4,28,wa,US,685130,297058,348414,241572
2020,4,28,wi,US,642242,286355,357262,231485
2020,4,28,wv,US,212713,88082,113607,70010
2020,4,28,wy,US,61827,24984,29313,18112
2020,4,28,yt,CA,487,355,487,355
2020,4,29,ALL,"",39823249,15989667,20445620,13084621
2020,4,29,ALL_CA,CA,567224,399966,567224,399966
2020,4,29,ALL_US,US,39256025,15589886,19878396,12684655
2020,4,29,ab,CA,75424,52542,75424,52542
2020,4,29,ak,US,52476,21454,24428,16753
2020,4,29,al,US,1016165,368956,515940,308128
2020,4,29,ar,US,580342,201968,278134,161170
2020,4,29,as,US,24,21,20,20
2020,4,29,az,US,772081,297364,353569,235673
2020,4,29,bc,CA,66142,48860,66142,48860
2020,4,29,ca,US,3222539,1336743,1534575,1060460
2020,4,29,co,US,590115,234900,281689,184398
2020,4,29,ct,US,304520,135908,167696,109024
2020,4,29,dc,US,30899,16922,0,0
2020,4,29,de,US,102139,43629,53848,34081
2020,4,29,fl,US,2955978,1134317,1447388,913427
2020,4,29,ga,US,1717385,632718,843222,515329
2020,4,29,gu,US,677,414,482,360
2020,4,29,hi,US,138090,51863,59824,42095
2020,4,29,ia,US,482412,195965,254844,157473
2020,4,29,id,US,191013,74106,92512,58008
2020,4,29,il,US,1415702,640187,753389,509740
2020,4,29,in,US,865178,361594,459374,289859
2020,4,29,ks,US,447972,175158,232969,141474
2020,4,29,ky,US,608845,241891,315904,193685
2020,4,29,la,US,737390,276819,372123,225306
2020,4,29,ma,US,517541,234882,278373,180469
2020,4,29,mb,CA,25759,16694,25759,16694
2020,4,29,md,US,601506,261850,312421,204780
2020,4,29,me,US,110117,44591,61335,36690
2020,4,29,mi,US,1019492,469091,588966,393412
2020,4,29,mn,US,611663,261978,321490,208067
2020,4,29,mo,US,944138,367846,472847,294493
2020,4,29,mp,US,179,137,179,137
2020,4,29,ms,US,560001,200597,279638,163977
2020,4,29,mt,US,102071,38241,47425,29184
2020,4,29,nb,CA,8513,5512,8513,5512
2020,4,29,nc,US,1478147,551186,760294,455581
2020,4,29,nd,US,98668,38851,49576,29849
2020,4,29,ne,US,309200,118707,154703,93089
2020,4,29,nh,US,133872,56755,72702,44551
2020,4,29,nj,US,875748,412477,496994,335600
2020,4,29,nl,CA,5525,3596,5525,3596
2020,4,29,nm,US,178682,74509,86064,55181
2020,4,29,ns,CA,10281,7092,10281,7092
2020,4,29,nt,CA,458,304,458,304
2020,4,29,nu,CA,181,116,181,116
2020,4,29,nv,US,324288,127486,148427,100089
2020,4,29,ny,US,1617969,763562,849342,581646
2020,4,29,oh,US,1491877,626527,797512,506201
2020,4,29,ok,US,758190,261642,361735,211195
2020,4,29,on,CA,224082,162930,224082,162930
2020,4,29,or,US,399125,165013,185765,126154
2020,4,29,pa,US,1268973,561131,691772,446827
2020,4,29,pe,CA,1640,1073,1640,1073
2020,4,29,pr,US,157793,96943,125611,90578
2020,4,29,qc,CA,128819,87786,128819,87786
2020,4,29,ri,US,89806,39544,47437,30056
2020,4,29,sc,US,841063,305940,422208,248087
2020,4,29,sd,US,111253,42823,55960,33541
2020,4,29,sk,CA,20000,13153,20000,13153
2020,4,29,tn,US,1090976,409967,537666,327898
2020,4,29,tx,US,4400391,1639048,2125925,1329317
2020,4,29,ut,US,363026,136005,171400,106742
2020,4,29,va,US,975393,390645,497435,311563
2020,4,29,vi,US,99,79,0,0
2020,4,29,vt,US,40503,18081,23451,14443
2020,4,29,wa,US,666695,288469,334416,231876
2020,4,29,wi,US,607811,274000,334110,220304
2020,4,29,wv,US,215104,86768,114181,68789
2020,4,29,wy,US,62723,24845,29106,17826
2020,4,29,yt,CA,400,308,400,308
2020,4,30,ALL,"",41271725,16606000,22026948,14559966
2020,4,30,ALL_CA,CA,691544,495431,691544,495431
2020,4,30,ALL_US,US,40580181,16110818,21335404,14064539
2020,4,30,ab,CA,89590,64000,89590,64000
2020,4,30,ak,US,53367,22535,27417,19615
2020,4,30,al,US,1138998,386910,566380,341716
2020,4,30,ar,US,618395,210893,302829,180968
2020,4,30,as,US,98,68,87,66
2020,4,30,az,US,805097,311206,391419,267856
2020,4,30,bc,CA,86333,62515,86333,62515
2020,4,30,ca,US,3317918,1360405,1672899,1177628
2020,4,30,co,US,601157,245439,305460,208003
2020,4,30,ct,US,294958,141033,173941,121508
2020,4,30,dc,US,24724,13852,0,0
2020,4,30,de,US,99157,45532,55577,38063
2020,4,30,fl,US,2963022,1175305,1525905,1011544
2020,4,30,ga,US,1829759,652234,904132,566704
2020,4,30,gu,US,3265,2999,2999,2891
2020,4,30,hi,US,146894,54678,67953,48461
2020,4,30,ia,US,538219,206637,288559,177577
2020,4,30,id,US,192470,78305,100099,66327
2020,4,30,il,US,1557905,660351,844460,563095
2020,4,30,in,US,884474,370063,486325,317990
2020,4,30,ks,US,480349,182284,255188,156538
2020,4,30,ky,US,635536,249342,337614,213264
2020,4,30,la,US,809680,288483,410024,250853
2020,4,30,ma,US,487601,238573,280443,197968
2020,4,30,mb,CA,30322,20047,30322,20047
2020,4,30,md,US,543465,266016,308186,223674
2020,4,30,me,US,106484,46613,63230,41515
2020,4,30,mi,US,1055648,484193,629506,428853
2020,4,30,mn,US,649280,274736,354638,234023
2020,4,30,mo,US,1044320,384892,529378,329085
2020,4,30,mp,US,663,629,661,628
2020,4,30,ms,US,617336,210336,307272,182554
2020,4,30,mt,US,102672,40436,51421,33908
2020,4,30,nb,CA,10496,6957,10496,6957
2020,4,30,nc,US,1454788,564502,775542,495510
2020,4,30,nd,US,101745,40525,53795,33730
2020,4,30,ne,US,331735,124159,169971,103804
2020,4,30,nh,US,124388,58187,72091,49276
2020,4,30,nj,US,862394,424887,518945,368013
2020,4,30,nl,CA,6682,4361,6682,4361
2020,4,30,nm,US,184357,78365,96039,64363
2020,4,30,ns,CA,13020,8879,13020,8879
2020,4,30,nt,CA,497,365,497,365
2020,4,30,nu,CA,290,200,290,200
2020,4,30,nv,US,335471,132708,163792,113592
2020,4,30,ny,US,1578581,777244,898473,647658
2020,4,30,oh,US,1516243,639577,839744,551808
2020,4,30,ok,US,805347,273001,393889,236632
2020,4,30,on,CA,275638,200196,275638,200196
2020,4,30,or,US,416886,171125,205301,142438
2020,4,30,pa,US,1203182,569348,698728,485572
2020,4,30,pe,CA,2074,1349,2074,1349
2020,4,30,pr,US,217006,126301,183177,121804
2020,4,30,qc,CA,151393,109519,151393,109519
2020,4,30,ri,US,82517,39669,47403,32857
2020,4,30,sc,US,857848,311711,438502,270441
2020,4,30,sd,US,118326,45431,61647,38188
2020,4,30,sk,CA,24691,16649,24691,16649
2020,4,30,tn,US,1163937,419538,576523,357561
2020,4,30,tx,US,4666763,1704158,2299982,1469157
2020,4,30,ut,US,371488,140955,185676,120127
2020,4,30,va,US,906102,397453,495099,339953
2020,4,30,vi,US,252,180,0,0
2020,4,30,vt,US,39623,19679,24406,16765
2020,4,30,wa,US,688949,300604,366559,261174
2020,4,30,wi,US,668956,284953,376106,245559
2020,4,30,wv,US,215272,89599,117616,75814
2020,4,30,wy,US,65114,26822,32396,21115
2020,4,30,yt,CA,518,402,518,402
